title,number,page_id,namespace,size_bytes,last_change,item,total_views
2nd parallel north,152,20667382,(Article),247,2025-04-02T02:35:38Z,Q1186214,2219
Abairo Falls,968,79288038,(Article),3862,2025-07-08T22:49:30Z,Q133154856,NA
Aberdare National Park,52,2589291,(Article),4511,2025-03-21T06:44:10Z,Q319356,9269
Aberdare Range,38,2074668,(Article),11889,2025-02-15T12:21:16Z,Q319371,15448
Abim District,297,25148659,Category,97,2024-11-08T21:27:18Z,Q8218437,2319
Acholi Inn,550,43242543,(Article),3218,2024-01-06T00:08:55Z,Q17509613,541
Acholi sub-region,803,64179874,Category,34,2020-06-05T10:04:05Z,Q105162731,869
Achwa River,130,15351411,(Article),3087,2024-10-23T17:40:56Z,Q2034078,1236
Adjumani District,175,22718944,Category,101,2024-11-08T21:27:44Z,Q8221476,4257
Adjumani East,967,79163557,(Article),3428,2025-02-15T05:08:19Z,Q132675220,NA
Administrative divisions of Uganda,148,19318740,(Article),1892,2024-11-30T05:58:56Z,Q6697142,10231
"Afrexim Bank House, Kampala",929,74185318,(Article),6703,2024-11-29T10:00:23Z,Q120682650,449
Afri Art Fashion Show 2023,966,79140526,(Article),3997,2025-06-23T20:16:39Z,Q132573456,NA
Afri Art Fashion Show 2024,965,79127258,(Article),5248,2025-06-23T20:16:41Z,Q132555379,NA
"Aga Khan University Hospital, Kampala",593,48845994,(Article),9573,2024-10-11T16:45:29Z,Q22935628,1660
Agago District,424,30227106,Category,32,2011-03-01T09:42:38Z,Q8226161,3851
Agojo refugee settlement,823,65458072,(Article),2663,2024-10-16T16:16:05Z,Q99430251,306
Airtel Uganda,625,51048316,(Article),13179,2025-04-13T09:22:00Z,Q25999189,8561
Ajai Wildlife Reserve,530,40320446,(Article),4639,2025-05-24T08:02:07Z,Q14201706,892
Akagera National Park,34,1863527,(Article),9833,2025-03-21T12:04:32Z,Q116715,9325
Albertine Rift,72,4627660,(Article),7307,2025-01-01T12:47:11Z,Q4711888,19457
Albertine Rift montane forests,83,5736368,(Article),11963,2025-07-30T05:02:45Z,Q4711890,10709
Albertine Rift montane forests,804,64349472,Category,346,2020-10-24T07:22:17Z,Q97421592,10709
Alebtong District,430,30265954,Category,32,2011-03-01T09:42:56Z,Q8234467,1924
Alere 2 Refugee settlement,813,65302479,(Article),1768,2021-10-30T18:32:22Z,Q104856578,178
Amboseli National Park,18,1020420,(Article),5107,2025-07-26T22:24:35Z,Q458423,41353
Amolatar District,176,22718969,Category,101,2024-11-08T21:28:09Z,Q8248865,2971
Amudat District,431,30296780,Category,32,2011-03-01T09:43:13Z,Q8249377,1695
Amuria District,174,22718898,Category,98,2024-11-08T21:13:58Z,Q8249384,2146
Amuru District,295,25146218,Category,97,2013-03-27T07:01:56Z,Q8249386,2572
Ankole,194,22729899,Category,130,2024-04-26T19:58:22Z,Q8254624,36852
Ankole sub-region,427,30241874,(Article),2001,2023-10-03T19:11:14Z,Q4766092,3820
Ankole sub-region,800,63795305,Category,102,2024-11-08T21:40:04Z,Q105434633,3820
Apac District,172,22710905,Category,97,2024-11-08T21:28:41Z,Q8256815,2257
Archaeological sites in Uganda,589,48561848,Category,256,2025-02-01T17:27:05Z,Q8881613,NA
Armed Forces of the Congolese People,67,4498750,(Article),3529,2025-02-04T02:43:02Z,Q3076948,878
Arua,710,56986131,Category,227,2024-11-08T21:03:11Z,Q55336036,15366
Arua District,173,22718856,Category,234,2014-03-25T03:29:58Z,Q8270442,4497
Aruu Falls,903,73975304,(Article),5265,2024-07-09T14:00:38Z,Q119149376,933
Aswa-Lolim Game Reserve,533,40522505,(Article),2318,2024-10-18T15:10:50Z,Q15192779,203
Aya Group,240,23175180,(Article),6817,2025-07-16T03:49:50Z,Q4830765,3880
Ayilo 1 Refugee settlement,934,75361860,(Article),5763,2024-01-23T14:46:25Z,Q123496224,269
Ayilo 2 refugee settlement,822,65448717,(Article),5529,2024-02-23T21:46:56Z,Q104859794,263
Bafumbira,563,45137535,(Article),8728,2025-01-01T16:28:45Z,Q19865353,5684
"Banda, Uganda",301,25220173,(Article),12178,2023-11-07T18:13:33Z,Q4854283,1766
"Banga, Entebbe",654,54470933,(Article),8814,2024-02-07T22:05:41Z,Q39046064,317
Baratuku refugee settlement,814,65309542,(Article),4265,2025-04-02T02:48:59Z,Q104856713,418
Battle of Entebbe,740,59412185,(Article),27199,2025-02-13T14:28:14Z,Q60524397,6466
Battle of Jinja,754,60258346,(Article),29435,2025-01-30T05:24:40Z,Q65083753,1607
Battle of Kampala Hill,514,38335516,(Article),1759,2025-01-22T09:33:37Z,Q4871374,1092
Battle of Masaka,739,59396529,(Article),42151,2025-07-18T06:36:47Z,Q60524415,6127
Battle of Mutukula,764,60748312,(Article),18864,2025-07-18T06:37:25Z,Q65069640,6850
Bbaale County,357,25932260,(Article),1573,2019-10-03T00:42:18Z,Q4875393,323
Bidibidi Refugee Settlement,651,53691750,(Article),19372,2025-06-15T09:42:05Z,Q29569942,10077
Bihanga,723,57919095,(Article),8530,2020-08-10T00:42:14Z,Q55605431,402
Biosphere reserves of Uganda,145,18626773,Category,88,2015-02-12T22:33:28Z,Q7626785,NA
"Biso, Uganda",730,58566643,(Article),5054,2025-05-31T01:38:55Z,Q60745286,241
Bodies of water of Uganda,493,36202850,Category,187,2024-07-21T08:54:52Z,Q7341206,NA
Bokora Corridor Wildlife Reserve,531,40320536,(Article),1179,2024-10-18T15:06:51Z,Q15202809,317
Border crossings of Uganda,279,24525401,Category,91,2010-01-06T05:13:07Z,Q8307141,NA
Borders of Uganda,285,24627523,Category,151,2013-12-29T06:18:52Z,Q6243735,NA
Boroli refugee settlement,821,65440561,(Article),4994,2024-04-12T08:43:24Z,Q104859507,250
BRAC Uganda Bank Limited,762,60604082,(Article),6650,2025-02-20T13:10:59Z,Q65065734,1033
Bubembe Island,55,2952435,(Article),3018,2025-03-23T21:52:40Z,Q4982294,745
Bubulo,844,67059127,(Article),3382,2021-03-10T21:27:34Z,Q106178728,362
Budaka District,178,22720215,Category,98,2024-11-08T21:14:20Z,Q8317315,2095
Bududa District,445,30582420,Category,32,2013-03-27T12:14:01Z,Q8317721,2043
Bugabula,153,20868629,(Article),500,2020-04-23T05:29:27Z,Q4986092,568
Bugaia Island,112,11741939,(Article),600,2025-03-25T07:41:50Z,Q4986096,281
Bugala Island,113,11742039,(Article),6031,2025-03-31T13:19:45Z,Q941273,2294
Bugamba Central Forest Reserve,902,73972158,(Article),7258,2023-08-23T20:42:59Z,Q119174972,183
Buganda Agreement (1900),282,24598516,(Article),45125,2025-06-26T18:05:53Z,Q4986130,21331
Bugiri District,226,22800561,Category,98,2024-11-08T21:14:39Z,Q8317939,3546
Bugisu sub-region,467,32290748,(Article),1061,2020-06-22T01:16:16Z,Q4986200,2428
Bugisu sub-region,798,63765306,Category,34,2020-04-25T11:45:26Z,Q105162517,2428
Bugoloobi,325,25529162,(Article),7742,2023-09-20T08:18:58Z,Q4986229,3263
Bugoloobi Wastewater Treatment Plant,718,57743155,(Article),7519,2024-02-06T11:26:10Z,Q55606095,1005
Bugoma Forest,542,41782453,(Article),13730,2025-02-06T03:59:38Z,Q16954386,1051
"Bugongi, Kabale, Uganda",727,58100069,(Article),10727,2020-08-10T00:51:57Z,Q56276995,227
"Bugongi, Sheema, Uganda",728,58104814,(Article),11064,2024-02-10T05:17:20Z,Q56277090,301
Bugungu Wildlife Reserve,906,74002887,(Article),4670,2025-05-26T02:03:42Z,Q119142245,360
Buhugu,785,63243131,(Article),547,2024-02-28T18:49:05Z,Q86756725,83
Buhweju District,435,30338292,Category,32,2011-03-01T09:43:33Z,Q8317946,2655
Buikwe District,398,30004535,Category,32,2010-12-17T20:17:08Z,Q8317950,5066
Buildings and structures in Kampala,290,24856035,Category,84,2020-03-22T20:09:35Z,Q8321815,NA
Bujagali Falls,64,4356715,(Article),3607,2025-05-06T10:08:29Z,Q1003143,2733
Bujawe Central Forest Reserve,874,73849568,(Article),4548,2024-10-22T15:32:31Z,Q118342361,250
Bukaleba Central Forest Reserve,905,73996135,(Article),6690,2025-07-19T02:59:28Z,Q118972399,244
Bukasa Inland Port,634,51229000,(Article),8187,2025-03-23T21:27:37Z,Q28231516,1083
Bukedea District,294,25146191,Category,98,2013-03-27T07:02:26Z,Q8326560,3678
Bukedi District,842,66937397,(Article),13346,2025-05-15T09:24:49Z,Q105973250,2075
Bukomansimbi District,397,29960513,Category,172,2024-11-08T21:11:54Z,Q8326578,1916
Bukoto,343,25830547,(Article),5519,2025-04-08T02:03:35Z,Q4987003,2794
Bukwo District,546,42805654,Category,97,2024-11-08T21:14:59Z,Q8326593,4479
Bulambuli District,409,30068095,Category,32,2010-12-17T20:12:58Z,Q8326591,3648
Buliisa District,432,30299219,Category,32,2013-03-27T12:12:41Z,Q8327519,4192
Bulingugwe Island,88,6366863,(Article),3546,2025-03-25T07:48:44Z,Q4996445,523
"Bulo, Uganda",783,62985868,(Article),4670,2023-10-30T07:40:09Z,Q85749493,367
Bundibugyo District,196,22732022,Category,204,2014-03-25T04:42:29Z,Q8327687,3339
Bunyamwera,749,59821555,(Article),15875,2025-05-26T06:26:13Z,Q61439289,638
Bunyangabu District,679,54864932,Category,102,2024-11-08T21:40:35Z,Q49762327,2092
Bunyangabu District,678,54864921,(Article),7946,2025-02-03T18:35:53Z,Q38249629,2092
Bunyoro,14,981065,(Article),42921,2025-07-17T15:12:58Z,Q889897,39817
Bunyoro,193,22729884,Category,160,2024-04-26T20:13:20Z,Q8327744,39817
Bunyoro sub-region,609,50446668,Category,83,2016-07-08T11:10:23Z,Q25371024,2155
Bunyoro sub-region,449,30858772,(Article),1476,2025-06-16T10:34:27Z,Q4997984,2155
Bururi Forest Nature Reserve,391,28045228,(Article),3148,2024-11-03T18:44:58Z,Q5001027,639
Buruuli,450,30865649,(Article),2867,2024-08-25T16:05:48Z,Q4997181,798
Busega,352,25844706,(Article),5038,2025-02-17T23:19:56Z,Q5001325,1934
"Busengo, Uganda",760,60490099,(Article),5090,2023-03-04T08:12:10Z,Q65056919,133
Bushenyi District,227,22800590,Category,99,2016-06-09T15:48:05Z,Q8330084,3937
"Busia District, Uganda",171,22709787,Category,33,2013-07-25T10:12:30Z,Q8330107,649
Busitema Forest,948,77129140,(Article),4097,2025-06-21T12:58:36Z,Q126488655,270
Busoga,36,2022644,(Article),25258,2025-05-25T14:17:49Z,Q691037,34470
Busoga sub-region,446,30583811,(Article),2349,2024-08-09T15:20:49Z,Q5002005,2343
Busoga United FC,717,57736064,(Article),7624,2024-12-08T08:21:31Z,Q55616054,1484
Butabika,365,26110863,(Article),5894,2022-01-06T11:00:20Z,Q5002334,775
Butabika Hospital,366,26112473,(Article),6403,2023-08-16T18:03:24Z,Q5002335,1212
Butalangu,661,54725158,(Article),4955,2024-03-27T07:14:31Z,Q38249516,324
Butaleja District,220,22796761,Category,100,2024-11-08T21:16:11Z,Q8330663,2741
Butambala District,401,30038046,Category,32,2010-12-17T20:16:04Z,Q8330661,3071
"Butebi, Uganda",752,59987693,(Article),3727,2025-04-15T15:50:50Z,Q65073925,111
Butebo,693,55534150,(Article),8501,2022-04-12T11:42:28Z,Q31886540,451
Butebo District,691,55533485,(Article),5992,2022-09-02T16:45:10Z,Q44377523,2243
Butebo District,692,55533491,Category,98,2024-11-08T21:15:21Z,Q49792913,2243
Buvuma District,402,30043008,Category,32,2010-12-17T20:15:35Z,Q8330841,3080
Buwama,736,59177852,(Article),9543,2025-07-09T11:30:12Z,Q60755886,1176
Buyende District,410,30076431,Category,32,2010-12-17T20:12:25Z,Q8330854,2895
Bwaise,341,25765287,(Article),5032,2021-11-27T01:53:34Z,Q5003660,2002
Bwindi Impenetrable Forest,451,30865848,(Article),9586,2025-07-11T18:48:00Z,Q5003686,17936
Cairo Bank Uganda,159,21678359,(Article),8093,2024-10-10T12:25:25Z,Q5017765,2184
Centenary Bank,157,21296832,(Article),11683,2025-04-30T09:46:05Z,Q5059068,10332
"Central Region, Uganda",134,15833034,Category,158,2018-03-29T18:49:08Z,Q8353682,14753
"Central Region, Uganda",237,23054071,(Article),7519,2025-02-13T18:11:51Z,Q429685,14753
Cherangani Hills Forest,507,36671398,(Article),9009,2024-07-12T15:55:18Z,Q5091829,818
Chiefdom of Bunya,154,20894922,(Article),4091,2025-07-17T14:55:15Z,Q5097098,1023
Christ the King Catholic Church,640,51773096,(Article),6206,2024-03-03T10:46:40Z,Q28447845,1010
Chyulu Hills,265,24011418,(Article),6884,2025-05-25T10:06:54Z,Q5118629,5891
Circles of latitude between the Equator and the 5th parallel north,970,79527099,(Article),38143,2025-04-07T09:41:22Z,Q1186289,NA
Circles of latitude between the Equator and the 5th parallel south,971,79527100,(Article),35823,2025-04-18T15:07:45Z,Q134488040,NA
City House Jinja,721,57829607,(Article),476,2020-12-06T15:08:57Z,Q55392271,133
Clarke International University,253,23491260,(Article),8446,2025-02-08T12:29:06Z,Q6050884,2135
Climate change in Uganda,853,70559351,(Article),32573,2025-05-25T21:37:44Z,Q111678611,3611
Communities located on the Sezibwa River,399,30005884,Category,39,2016-08-01T07:46:51Z,Q8399171,NA
Congo–Nile Divide,522,39294734,(Article),16780,2024-12-22T23:26:33Z,Q15787337,5923
Constituencies of Uganda,964,78361915,Category,190,2024-11-14T21:26:16Z,Q131489088,2
Copper mines in Uganda,575,46881683,Category,176,2016-10-10T16:45:42Z,Q24981514,NA
Cornus volkensii,863,72287304,(Article),2301,2023-05-09T23:38:36Z,Q2671469,448
Counties of Kayunga District,356,25909473,Category,70,2010-01-24T01:25:52Z,Q8421326,NA
Counties of Kyenjojo District,488,34446939,Category,71,2012-01-21T19:16:05Z,Q8421355,NA
Counties of Uganda,69,4569028,(Article),9500,2024-03-28T13:51:51Z,Q5177124,6783
Counties of Uganda,120,12879981,Category,227,2021-02-10T01:12:42Z,Q8421632,6783
Crime in Kampala,851,69122248,Category,102,2021-10-26T15:41:19Z,Q109513153,NA
Dairy Development Authority,639,51757905,(Article),5689,2025-07-22T08:42:46Z,Q28223315,542
Damba Island,605,49965622,(Article),857,2025-03-23T21:16:06Z,Q24236424,666
Democratic Republic of the Congo–Uganda border,479,33684145,Category,286,2020-07-03T18:36:40Z,Q8372836,NA
Democratic Republic of the Congo–Uganda border crossings,480,33684589,Category,215,2011-11-09T01:43:59Z,Q8372837,NA
Divisions of Kampala,643,51844340,(Article),4063,2024-10-02T19:05:31Z,Q28162733,3043
Dokolo District,296,25146244,Category,99,2024-11-08T21:29:18Z,Q8386784,2867
Dott Services,852,69476727,(Article),7711,2025-07-18T01:36:49Z,Q110129517,1835
East African montane forests,465,32204189,(Article),11319,2025-06-20T11:20:04Z,Q3079211,5599
East African montane forests,770,61767669,Category,382,2020-10-24T07:22:37Z,Q86784191,5599
East African montane moorlands,470,32370495,(Article),4495,2025-02-02T15:01:47Z,Q5327671,2337
East African Plateau,443,30418953,(Article),3205,2025-04-19T20:24:45Z,Q2587755,5888
East African Railways and Harbours Corporation,30,1821120,(Article),8117,2025-07-21T22:19:17Z,Q1277719,3909
East Madi Wildlife Reserve,913,74017177,(Article),5061,2025-05-26T02:04:37Z,Q119295750,248
East Sudanian savanna,81,5732772,(Article),26522,2025-05-27T10:49:10Z,Q5329451,8836
"Eastern Region, Uganda",309,25370322,(Article),7462,2025-05-08T20:59:30Z,Q2559220,11961
"Eastern Region, Uganda",136,15833341,Category,158,2018-03-29T18:49:11Z,Q8397779,11961
Eastern Rift mountains,68,4505461,(Article),3037,2025-04-09T04:04:04Z,Q17009782,7756
Echuya Central Forest Reserve,944,77014807,(Article),4341,2025-07-25T17:01:58Z,Q49328394,233
Economy of Kampala,666,54811189,Category,92,2020-01-24T06:58:19Z,Q32475618,NA
Ecoregions of Uganda,471,32434774,Category,272,2020-09-12T14:22:15Z,Q6224284,3
Education in Kampala,305,25229660,Category,121,2024-02-11T23:26:25Z,Q8403909,NA
Education in Uganda by district,648,52277282,Category,158,2024-02-27T14:15:46Z,Q28459919,NA
Electricity Regulatory Authority House,850,68862409,(Article),5996,2025-07-28T15:56:34Z,Q108907364,188
Elema Refugee Settlement,795,63668109,(Article),2987,2024-12-10T16:25:11Z,Q99472359,124
Endemic birds of the Albertine Rift montane forests,960,78134137,Category,470,2024-11-17T14:00:00Z,Q131293863,NA
Entebbe Children's Surgical Hospital,845,67505925,(Article),6730,2025-03-03T19:17:33Z,Q106797105,1706
Entebbe General Hospital,607,50414013,(Article),4842,2024-10-11T11:38:56Z,Q25227067,2272
Entebbe International Airport,25,1456323,(Article),58584,2025-07-07T01:56:29Z,Q586065,111612
Entebbe Military Hospital,623,50929743,(Article),5385,2021-09-10T17:49:17Z,Q24890463,664
Entebbe Secondary School,543,41787584,(Article),2263,2025-04-25T17:32:00Z,Q17108246,1265
Entebbe Young Football Club,537,41144083,(Article),1235,2024-08-13T16:51:04Z,Q16838739,292
Floating island,12,951435,(Article),18244,2025-05-28T14:55:42Z,Q1209831,75073
Flora of the Albertine Rift montane forests,866,73516411,Category,307,2023-04-10T21:20:51Z,Q118398505,NA
Forest reserves of Uganda,786,63385982,Category,162,2023-08-23T20:48:11Z,Q105316419,NA
Forests of Uganda,513,37765650,Category,225,2018-04-01T23:26:56Z,Q8466058,4
Game reserves of Uganda,880,73870185,Category,70,2023-08-23T20:57:14Z,Q119150680,NA
Gangu Central Forest Reserve,909,74008561,(Article),3454,2025-05-26T01:59:24Z,Q118976148,185
Ganyenda,789,63449314,(Article),1234,2020-11-02T13:40:33Z,Q96379090,114
"Garuga, Uganda",753,60021857,(Article),6434,2024-09-25T08:16:49Z,Q65074904,944
Geographic centre of Uganda,811,65042180,(Article),2100,2024-05-13T07:32:13Z,Q104851213,852
Geography of Kampala,788,63418608,Category,120,2025-05-15T09:26:30Z,Q87996110,NA
Geography of Uganda,2,56922,(Article),17660,2024-10-03T17:42:54Z,Q1779750,17546
Ggaba,241,23219777,(Article),7317,2024-08-01T13:59:03Z,Q5555124,2011
Gimara,940,75978064,(Article),5390,2025-07-17T15:07:29Z,Q125700861,305
Gishwati Forest,273,24320576,(Article),21761,2025-05-27T16:01:40Z,Q1465883,2132
Gomba District,403,30049722,Category,32,2010-12-17T20:15:11Z,Q8494127,3428
Government of Kampala,653,54462894,Category,191,2017-07-04T15:35:53Z,Q49753579,NA
Grasslands of Uganda,116,11935232,Category,115,2019-10-31T03:51:11Z,Q8499031,NA
Great Rift Valley,1,12800,(Article),12300,2025-05-24T21:51:57Z,Q81591,301434
Gulu Central Forest Reserve,910,74012126,(Article),2995,2025-05-26T02:00:59Z,Q118971139,154
Gulu District,101,8538802,Category,233,2019-06-09T21:08:41Z,Q8502558,6935
Gulu Hospital,327,25617228,(Article),6542,2024-07-23T13:52:58Z,Q5617907,768
Gulu Regional Cancer Centre,750,59833473,(Article),9149,2025-05-21T10:55:18Z,Q61439271,699
Gulu Water Supply and Sanitation Project,848,68650971,(Article),10404,2025-05-22T19:42:21Z,Q108607671,315
Guramwa Central Forest Reserve,867,73791213,(Article),5612,2024-10-22T15:35:07Z,Q118347595,99
Habib Medical School,561,44828000,(Article),7117,2025-07-21T18:46:52Z,Q18712301,2051
Hilton Garden Inn Kampala,763,60629999,(Article),5362,2022-01-22T23:30:46Z,Q65066326,461
Historic sites in Uganda,719,57764978,Category,186,2024-08-27T21:41:32Z,Q55976241,NA
History of Kampala,557,44518656,Category,102,2014-11-26T18:18:03Z,Q24207702,22
Hoima,855,71174056,Category,199,2022-06-30T06:53:00Z,Q111152431,8076
Hoima District,198,22732170,Category,96,2016-06-09T15:56:33Z,Q8520643,3615
Hoima Hospital,328,25617632,(Article),5694,2022-06-28T10:38:36Z,Q5877791,384
Hoima National Stadium,935,75396795,(Article),10146,2025-06-02T12:22:32Z,Q123717333,NA
Hoima Specialized Referral Hospital,856,71174657,(Article),6057,2024-08-16T14:18:00Z,Q113039735,163
Housing Finance Bank,156,21284514,(Article),11021,2024-10-08T14:43:20Z,Q5916124,4059
Ibamba Central Forest Reserve,927,74145430,(Article),4011,2024-10-23T15:40:35Z,Q119091381,101
Ibanda,694,55543859,Category,196,2024-11-08T21:01:28Z,Q49793123,2467
Ibanda District,235,22814270,Category,97,2016-06-09T17:00:48Z,Q8530559,2876
Iganga District,230,22807448,Category,98,2024-11-08T21:15:45Z,Q8531956,4529
Ihimba Hot Springs,74,4697204,(Article),1185,2024-10-14T01:16:06Z,Q5994700,237
Ihimbo Central Forest Reserve,873,73841087,(Article),6862,2025-07-18T00:07:24Z,Q118383094,128
Imatong Mountains,466,32240166,(Article),23973,2025-06-19T06:27:03Z,Q1659738,3881
Imperial Resort Beach Hotel,360,25957419,(Article),3367,2024-12-22T19:46:37Z,Q6006841,598
Imperial Royale Hotel,337,25765259,(Article),3824,2024-12-22T19:46:39Z,Q6006852,1009
Imvepi Refugee Settlement,712,57539244,(Article),10245,2025-02-14T11:01:25Z,Q55614362,1969
Institute of Certified Public Accountants of Uganda,641,51807156,(Article),9867,2025-06-29T04:54:20Z,Q28403699,765
Insurance Towers,709,56977868,(Article),4335,2025-04-22T03:15:01Z,Q55614506,207
International Hospital Kampala,252,23480015,(Article),8393,2024-11-09T10:27:09Z,Q6050951,4638
Isingiro District,298,25149551,Category,141,2024-11-08T21:41:52Z,Q8555301,5345
Islands of Uganda,125,14848991,Category,160,2016-12-24T18:26:25Z,Q8556142,NA
ISO 3166-2:UG,57,3115896,(Article),24935,2025-03-13T13:34:48Z,Q1430399,2556
Itanda Falls,746,59657955,(Article),3814,2025-07-23T17:10:39Z,Q60793003,562
Itega,720,57827153,(Article),3023,2023-01-01T15:24:13Z,Q55614712,92
Itombwe Mountains,483,34114733,(Article),15013,2025-07-27T20:49:39Z,Q8536218,2188
Itombwe Nature Reserve,387,28021609,(Article),2868,2022-03-19T15:10:23Z,Q16898921,650
Itwara Central Forest Reserve,521,39233851,(Article),2529,2024-10-21T12:35:03Z,Q17108254,248
Janani Luwum Church House,549,43160249,(Article),7773,2024-08-22T09:40:03Z,Q17509455,1329
"Jezza, Uganda",840,66317653,(Article),3076,2025-01-19T23:49:34Z,Q105044448,3094
Jinja Airport,318,25399187,(Article),5338,2025-01-28T09:12:45Z,Q2901878,1208
Jinja College,478,33337797,(Article),5754,2024-12-12T13:32:07Z,Q6202524,860
Jinja District,188,22729125,Category,68,2013-03-28T22:22:27Z,Q8567051,3964
"Jinja, Uganda",827,65569481,Category,268,2020-10-13T09:12:51Z,Q27518188,43382
JLOS House Project,621,50853137,(Article),8249,2024-03-03T10:19:17Z,Q24883426,502
Kaabong District,211,22796695,Category,138,2024-11-08T21:29:46Z,Q8569766,2379
Kabalagala,491,35675457,(Article),10284,2025-07-26T21:49:01Z,Q6343803,2678
Kabale,835,65752165,Category,201,2020-11-03T17:40:17Z,Q101155029,8503
Kabale District,307,25329836,Category,97,2016-07-20T16:58:13Z,Q8569779,4948
Kabale Hospital,329,25618117,(Article),8394,2025-07-26T21:56:03Z,Q6343815,554
Kabale University,286,24634484,(Article),17362,2025-02-13T21:44:06Z,Q6343817,3249
Kabalega Petrochemical Industrial Park,972,79747757,(Article),5118,2025-04-23T19:30:43Z,Q134311863,NA
Kabarole District,195,22732011,Category,100,2024-11-08T21:42:14Z,Q8569783,4911
Kaberamaido District,231,22807475,Category,103,2024-11-08T21:16:57Z,Q8569798,2129
Kabujogera,781,62468739,(Article),8747,2024-05-08T12:05:33Z,Q85773274,198
Kabwoya Wildlife Reserve,388,28024329,(Article),3683,2024-10-18T15:06:10Z,Q6344551,405
Kadama,733,58869597,(Article),4979,2022-02-10T06:15:16Z,Q60750176,767
Kagadi District,659,54676895,(Article),5309,2025-02-15T02:32:30Z,Q38249484,2115
Kagadi District,660,54676901,Category,189,2024-11-08T21:24:49Z,Q49760269,2115
Kagera River,33,1844863,(Article),10589,2025-06-14T03:58:16Z,Q2750140,25999
Kagombe Central Forest Reserve,884,73888968,(Article),7475,2025-05-24T01:30:32Z,Q118342303,261
Kagulu Hill,734,59089272,(Article),6294,2025-07-28T08:41:52Z,Q60753937,1651
Kahunge,757,60393059,(Article),2594,2022-02-10T06:15:20Z,Q65062396,280
Kahuzi-Biéga National Park,534,40909753,(Article),16603,2025-03-07T19:56:00Z,Q457324,7114
Kajjansi,861,72188215,Category,153,2024-11-08T21:25:15Z,Q115299641,2366
Kakamega Forest,40,2174148,(Article),11379,2025-07-29T19:06:40Z,Q1397614,8133
Kakumiro,657,54669088,(Article),8064,2020-08-10T00:42:16Z,Q38249479,1000
Kakumiro District,658,54670806,(Article),5146,2025-02-19T20:14:21Z,Q38249480,2611
Kalaki District,953,77185105,(Article),2377,2024-07-19T10:27:18Z,Q104037541,478
Kalangala District,210,22795862,Category,101,2024-11-08T21:12:13Z,Q8570038,5655
Kalapata sub-county,503,36302832,(Article),2720,2024-09-01T22:08:06Z,Q6350660,224
Kaleerwe,459,32072485,(Article),4603,2022-05-15T19:33:14Z,Q6351915,642
Kalinzu Central Forest Reserve,875,73856620,(Article),7075,2024-07-05T05:18:16Z,Q49330248,658
Kaliro District,205,22795785,Category,98,2024-11-08T21:17:17Z,Q8570101,2057
Kalungu District,404,30052295,Category,99,2024-11-08T21:11:35Z,Q8570137,2710
Kampala Airport,324,25517496,(Article),8100,2025-03-19T00:00:58Z,Q10853684,4410
Kampala Associated Advocates,515,38517923,(Article),6977,2025-03-19T00:01:38Z,Q6359095,868
Kampala Central Division,456,32050090,Category,112,2024-11-08T21:52:00Z,Q8570215,7247
Kampala Central Division,548,43081987,(Article),3822,2025-03-19T00:07:59Z,Q18386821,7247
Kampala District,182,22720736,Category,255,2020-09-30T20:53:24Z,Q8570219,3943
Kampala Hill,334,25679014,(Article),6805,2024-08-01T15:50:03Z,Q6359102,3943
Kampala Hilton Hotel,655,54591379,(Article),5873,2025-03-16T22:23:34Z,Q65090500,1881
Kampala Hospital,571,46357811,(Article),6358,2025-03-19T00:10:34Z,Q20047271,2258
Kampala International University,262,23890091,(Article),10635,2025-03-19T00:12:55Z,Q6359113,10311
Kampala Medical Chambers Hospital,613,50558333,(Article),5174,2025-03-19T00:15:54Z,Q24236537,371
Kampala Northern Bypass Highway,281,24538089,(Article),13407,2025-04-24T03:33:50Z,Q6359120,2971
Kampala Outer Beltway,602,49622854,(Article),4228,2023-02-01T10:48:15Z,Q24236401,642
Kampala Protea Hotel,578,47153658,(Article),3698,2025-03-19T00:17:18Z,Q20746263,855
Kampala Serena Hotel,336,25765216,(Article),10357,2025-03-19T00:19:35Z,Q6359121,3298
Kamuli District,204,22794613,Category,98,2024-11-08T21:17:38Z,Q8570236,3080
Kamwenge District,225,22800550,Category,100,2024-11-08T21:42:57Z,Q8570237,5322
Kamwenge Subcounty,790,63449491,(Article),878,2020-11-02T13:41:38Z,Q96385269,169
Kamwookya,347,25833636,(Article),7527,2024-08-05T18:06:17Z,Q6359912,2019
Kangombe Central Forest Reserve,891,73904601,(Article),4176,2023-08-23T20:41:11Z,Q118778579,88
Kanoni,592,48796631,Category,178,2018-03-29T18:49:24Z,Q24989248,864
Kansanga,261,23704382,(Article),5540,2021-08-02T18:07:51Z,Q15233566,2553
Kanungu District,312,25370635,Category,137,2024-11-08T21:43:23Z,Q8570720,5428
Kanyanya,460,32074437,(Article),4610,2021-11-27T17:03:08Z,Q16893110,1510
Kapchorwa Central Forest Reserve,897,73934849,(Article),10113,2025-03-22T02:53:03Z,Q118954874,176
Kapchorwa District,223,22796782,Category,101,2024-11-08T21:18:00Z,Q8570750,7941
Kapedo sub-county,500,36301972,(Article),2809,2021-05-23T05:27:18Z,Q6366536,127
Kapelebyong District,744,59620296,(Article),2365,2025-04-01T04:00:22Z,Q60769698,1346
Kapimpini Central Forest Reserve,893,73911721,(Article),3529,2025-01-12T05:47:09Z,Q118833112,90
