title,depth,parent,files,subcats,theme,campaign,truncated
Category:Food in Kampala,3,Category:Culture of Kampala,2,0,Culture,,0
Category:Ganda art in the Musée du quai Branly,4,Category:Ganda people,2,0,Culture,,1
Category:Geoffrey Ogwaro,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Geofrey Kusuro,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Gladys Kalema-Zikusoka,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Gombe memorial cemetery,3,"Category:National Cultural Sites in Central Region, Uganda",2,0,Other,,0
Category:Goretti Kyomuhendo,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Government aircraft at Entebbe International Airport,4,Category:Aircraft at Entebbe International Airport,2,0,Buildings,,1
Category:Government buildings in Uganda,3,Category:Government of Uganda,2,1,Buildings,,0
Category:Grace Akello,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Green buildings in Uganda,4,Category:Green impressions in Uganda,2,0,Buildings,,1
Category:Greetings in Uganda,3,Category:Communication in Uganda,2,1,Other,,0
Category:Guitars in Uganda,3,Category:Musical instruments of Uganda,2,0,Other,,0
Category:Harriet Anena,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Health centres in Uganda,2,Category:Health in Uganda,2,0,Health,,0
Category:Hellen Adoa,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Hellen Kahunde,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Henry Luke Orombi,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Henry Musasizi,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Hilda Tadria,3,Category:Scientists from Uganda,2,0,Other,,0
Category:Hillslopes in Uganda,3,Category:Landforms of Uganda,2,2,Other,,0
Category:Horseshoe bends in Uganda,4,Category:Rivers of Uganda or stretches of rivers by type,2,0,Other,,1
Category:Humphrey Nabimanya,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Iddi Batambuze,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Images from Wiki Loves Folklore 2022 in Uganda,4,Category:Images from Wiki Loves Folklore in Uganda,2,0,Culture,Wiki Loves Folklore,1
Category:Images of Uganda by Capella,4,Category:Radar images of Uganda,2,0,Other,,1
Category:Internally displaced people in Uganda,3,Category:Poverty in Uganda,2,0,People,,0
Category:International University of East Africa,4,Category:Universities in Uganda,2,0,Other,,1
Category:Internet in Uganda,3,Category:Telecommunications in Uganda,2,3,Other,,0
Category:Irene Ntale,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Iryn Namubiru,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Ishmail Wainright,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Ivan Koreta,4,Category:Men of Uganda by name,2,0,Other,,1
Category:JPG flags of Uganda,3,Category:Flags of Uganda by type of image,2,0,Other,,0
Category:Jacklet Atuhaire,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Jacqueline Amongin,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Jinja Public Library,4,Category:Libraries in Uganda,2,0,Other,,1
Category:Jinja catholic commonwealth cemetery,3,"Category:National Cultural Sites in Eastern Region, Uganda",2,0,Other,,0
Category:Joanita Kawalya,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Joel Ayeko,4,Category:Men of Uganda by name,2,0,Other,,1
Category:John Baptist Bashobora,4,Category:Men of Uganda by name,2,0,Other,,1
Category:John Blaq,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Joseph Kiwánuka,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Joseph Mugisha,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Joy Doreen Biira,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Joy Kategekwa,4,Category:Women of Uganda,2,0,Other,,1
Category:Joyce Mpanga,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Judith Heard,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Juliana Kanyomozi,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Juliet Chekwel,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Julius Kaggwa,4,Category:People of Uganda by name,2,0,Other,,1
Category:KUR EC1 class,4,Category:Kenya & Uganda Railways,2,0,Other,,1
Category:KUR EC4 class,4,Category:Kenya & Uganda Railways,2,0,Other,,1
Category:Kagombe Central Forest Reserve,4,Category:Protected areas of Uganda,2,0,Environment,,1
Category:Kalungu District,4,"Category:Central Region, Uganda",2,0,Geography,,1
Category:Kanali Uganda,4,Category:Military ranks of Uganda,2,0,Other,,1
Category:Kapteni Uganda,4,Category:Military ranks of Uganda,2,0,Other,,1
Category:Karibu (text),4,Category:Greetings in Uganda,2,0,Other,,1
Category:Kassim Napa Adam,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Kayaking in Uganda,4,Category:Water transport in Uganda,2,0,Other,,1
Category:Kemiyondo Coutinho,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Kenneth Semakula,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Kenneth de Planta Beaton,4,Category:National parks of Uganda,2,0,Other,,1
Category:Kibingo Girls Secondary School,3,Category:Schools in Uganda,2,0,Buildings,,0
Category:Kigumba,4,"Category:Western Region, Uganda",2,0,Other,,1
Category:Kihihi,4,Category:Populated places in Uganda,2,0,Other,,1
Category:Kinyarwanda pronunciation,4,Category:Kinyarwanda language,2,1,Other,,1
Category:Koboko,4,"Category:Northern Region, Uganda",2,1,Other,,1
Category:Kyambura Game Reserve,4,Category:Important Bird Areas of Uganda,2,0,Other,,1
Category:Kyebambe III of Tooro,4,Category:Monarchs of Tooro,2,0,Other,,1
Category:Laboratories in Uganda,2,Category:Uganda by topic,2,0,Other,,0
Category:Lake Mahoma,4,Category:Rwenzori Mountains National Park,2,0,Geography,,1
Category:Lake Munyanyange,4,Category:Lakes of Uganda,2,0,Geography,,1
Category:Lakeside Dairy Limited,3,Category:Companies of Uganda,2,0,Other,,0
Category:Land restoration in Uganda,3,Category:Ecology in Uganda,2,0,Other,,0
Category:Landslide scars in Uganda,4,Category:Outcrops in Uganda,2,0,Other,,1
Category:Languages of Uganda,2,Category:Culture of Uganda,2,7,Other,,0
Category:Larakaraka dance,3,Category:Dance of Uganda,2,0,Culture,,0
Category:Lawrence Lorot,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Lawrence Mangusho,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Leaf vegetables in Uganda,4,Category:Vegetables of Uganda,2,1,Other,,1
Category:Literature of Uganda,2,Category:Culture of Uganda,2,2,Other,,0
Category:Location maps of Uganda,3,Category:Maps of Uganda,2,1,Geography,,0
Category:Logos of universities and colleges in Uganda,3,Category:Higher education institutions in Uganda,2,0,Education,,0
Category:Logos of websites of Uganda,4,Category:Logos of Uganda,2,0,Other,,1
Category:Luganda Wikipedia logo,4,Category:Luganda Wikipedia,2,0,Other,,1
Category:Luteni Uganda,4,Category:Military ranks of Uganda,2,0,Other,,1
Category:Luteni jenerali Uganda,4,Category:Military ranks of Uganda,2,0,Other,,1
Category:Luteni kanali Uganda,4,Category:Military ranks of Uganda,2,0,Other,,1
Category:Luteni usu Uganda,4,Category:Military ranks of Uganda,2,0,Other,,1
Category:Madi collection in the Royal Museum for Central Africa,4,Category:Madi people,2,0,Buildings,,1
Category:Male actors from Uganda,4,Category:Men of Uganda by occupation,2,5,Other,,1
Category:Malewa,3,Category:Food of Uganda,2,0,Other,,0
Category:Malnutrition in Uganda,2,Category:Health in Uganda,2,0,Other,,0
Category:Malpighiales in Uganda,3,Category:Plants of Uganda by order,2,4,Other,,0
Category:Malvales in Uganda,3,Category:Plants of Uganda by order,2,0,Other,,0
"Category:Maps of Kenya, Uganda and Tanganyika on stamps",4,Category:Maps of Uganda on stamps,2,0,Geography,,1
Category:Maps of weather and climate of Uganda,3,Category:Maps of Uganda,2,2,Geography,,0
Category:Marcel Robert Tibaleka,4,Category:Diplomats of Uganda,2,0,Other,,1
Category:Marcel Tibaleka,4,Category:Ambassadors of Uganda,2,0,Other,,1
Category:Marching bands in Uganda,4,Category:Musicians from Uganda,2,0,Other,,1
Category:Margaret Aachilla Aleper,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Margaret Kaziimba,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Mariam Naigaga,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Martyrs of Uganda,4,Category:Saints of Uganda,2,5,Other,,1
Category:Mary Karooro Okurut,3,Category:Women's health in Uganda,2,0,Other,,0
Category:Masiko Winifred Komuhangi,4,Category:Members of the Parliament of Uganda,2,1,Other,,1
Category:Mathias E Mnyampala,4,Category:Swahili language,2,0,Other,,1
Category:Mc Norman,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Medical education in Uganda,2,Category:Education in Uganda,2,1,Education,,0
Category:Medicine in Uganda,2,Category:Uganda by topic,2,1,Health,,0
Category:Meja Uganda,4,Category:Military ranks of Uganda,2,0,Other,,1
Category:Meja jenerali Uganda,4,Category:Military ranks of Uganda,2,0,Other,,1
Category:Meter stamps of Uganda,4,Category:Post of Uganda,2,2,Other,,1
Category:Michael Atingi-Ego,3,Category:People of Uganda,2,0,Other,,0
Category:Milking in Uganda,4,Category:Milk in Uganda,2,0,Other,,1
Category:Ministry of Health (Uganda),2,Category:Health in Uganda,2,2,Health,,0
Category:Mint in Uganda,4,Category:Vegetables of Uganda,2,0,Other,,1
Category:Monarchs of Tooro,3,Category:Kingdom of Tooro,2,3,Other,,0
Category:Money of Uganda,2,Category:Economy of Uganda,2,2,Other,,0
Category:Moroto Airport,4,Category:Airports in Uganda,2,0,Buildings,,1
Category:Moses Okot Jr,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Mosques in Uganda photographed in 2007,4,Category:2007 in Uganda,2,0,Culture,,1
Category:Mosques in Uganda photographed in 2012,4,Category:2012 in Uganda,2,0,Culture,,1
Category:Mosques in Uganda photographed in 2015,4,Category:2015 in Uganda,2,0,Culture,,1
Category:Mosques in Uganda photographed in 2017,4,Category:2017 in Uganda,2,0,Culture,,1
Category:Muhammad Shaban,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Muljibhai Madhvani statue in Jinja,4,Category:Statues in Uganda,2,0,Other,,1
Category:Mulumba Ivan Matthias,3,Category:People of Uganda,2,0,Other,,0
Category:Musicians from Uganda by instrument,4,Category:Musicians from Uganda,2,4,People,,1
Category:Muvumbe Hydroelectric Power Station,3,Category:Hydroelectric power plants in Uganda,2,0,Other,,0
Category:Nakawa Division,4,Category:Subdivisions of Uganda,2,0,Other,,1
Category:Namasagali landing site,3,"Category:National Cultural Sites in Eastern Region, Uganda",2,0,Other,,0
Category:Namayingo District,4,"Category:Eastern Region, Uganda",2,0,Geography,,1
Category:Noerine Kaleeba,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Northern Congolian Forest-Savanna Ecoregion,4,Category:Ecoregions of Uganda (One Earth),2,8,Environment,,1
Category:Ntare School,3,Category:Schools in Uganda,2,0,Buildings,,0
Category:Obalanga Memorial,3,"Category:National Cultural Sites in Eastern Region, Uganda",2,0,Other,,0
Category:Obwini rock paintings,3,"Category:National Cultural Sites in Eastern Region, Uganda",2,0,Other,,0
Category:Olum foot prints site,3,"Category:National Cultural Sites in Northern Region, Uganda",2,0,Other,,0
Category:Omunanansi,4,Category:Beverages from Uganda,2,0,Other,,1
Category:Painters from Uganda,4,Category:Artists from Uganda,2,1,Other,,1
Category:Parallel markers in Uganda,2,Category:Geography of Uganda,2,2,Other,,0
Category:Paul Kawanga Ssemogerere,4,Category:Government ministers of Uganda,2,0,Other,,1
Category:Paul Lomuria,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Peanut farming in Uganda,3,Category:Agriculture in Uganda,2,0,Other,,0
Category:People of Mbale,4,Category:People of Uganda by city,2,2,People,,1
Category:People of Uganda in 2012,4,Category:2012 in Uganda,2,0,People,,1
Category:People with flags of Uganda,4,Category:Photographs of flags of Uganda,2,1,People,,1
Category:Performing arts of Uganda,3,Category:Art of Uganda,2,1,Other,,0
Category:Phillip Kiplimo,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Phiona Nyamutooro,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Photographs of military flags of Uganda,4,Category:Photographs of flags of Uganda,2,0,Government,,1
Category:Physicians from Uganda,2,Category:Uganda by topic,2,12,Other,,0
Category:Police Stations in Uganda,3,Category:Buildings in Uganda by function,2,0,Government,,0
Category:Political flags of Uganda,2,Category:Politics of Uganda,2,1,Government,,0
Category:Politicians of Uganda by name,3,Category:Politicians of Uganda,2,5,People,,0
Category:Portal Peaks,4,Category:Rwenzori Mountains National Park,2,0,Other,,1
Category:Postage stamps of Uganda,4,Category:Post of Uganda,2,5,Other,,1
Category:Postal covers of Uganda,4,Category:Post of Uganda,2,0,Other,,1
Category:Potted plants in Uganda,3,Category:Architectural elements in Uganda,2,0,Environment,,0
Category:Priests from Uganda,4,Category:Clergy from Uganda,2,2,Other,,1
Category:Printing in Uganda,3,Category:Technology in Uganda,2,0,Other,,0
Category:Producers from Uganda,4,Category:Artists from Uganda,2,1,Other,,1
Category:Rank insignia of Uganda,3,Category:Symbols of Uganda,2,1,Other,,0
Category:Red impressions in Uganda,3,Category:Impressions in Uganda by color,2,3,Other,,0
Category:Relations of Chile and Uganda,4,Category:Bilateral relations of Uganda,2,0,Other,,1
Category:Relations of Iraq and Uganda,4,Category:Bilateral relations of Uganda,2,1,Other,,1
Category:Relations of Italy and Uganda,4,Category:Bilateral relations of Uganda,2,1,Other,,1
Category:Relations of Kenya and Uganda,4,Category:Bilateral relations of Uganda,2,4,Other,,1
Category:Relations of Mali and Uganda,4,Category:Bilateral relations of Uganda,2,0,Other,,1
Category:Relations of Rwanda and Uganda,4,Category:Bilateral relations of Uganda,2,1,Other,,1
Category:Relations of Tanzania and Uganda,4,Category:Bilateral relations of Uganda,2,2,Other,,1
Category:Relations of Uganda and the Holy See,4,Category:Bilateral relations of Uganda,2,2,Other,,1
Category:Relations of Uganda and the United Arab Emirates,4,Category:Bilateral relations of Uganda,2,1,Other,,1
Category:Relations of the European Union and Uganda,4,Category:Bilateral relations of Uganda,2,0,Other,,1
Category:Relief location maps of Uganda,4,Category:Location maps of Uganda,2,0,Geography,,1
Category:Reservoirs in Uganda,4,Category:Lakes of Uganda,2,1,Other,,1
Category:Residential buildings in Uganda,4,Category:Accommodation buildings in Uganda,2,2,Buildings,,1
Category:Richard Gafabusa,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Richard Sseruwagi,4,Category:Men of Uganda by name,2,0,Other,,1
Category:River bends in Uganda,4,Category:Rivers of Uganda or stretches of rivers by type,2,3,Geography,,1
Category:Rose Akol,4,Category:Government ministers of Uganda,2,0,Other,,1
Category:Rose Lilly Akello,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Ruhiira Millennium SACCO,4,Category:Credit unions in Uganda,2,0,Other,,1
Category:Rwampara District,4,"Category:Western Region, Uganda",2,0,Geography,,1
Category:SVG maps of Uganda,3,Category:Maps of Uganda,2,4,Geography,,0
Category:Saba Saba,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Salads of Uganda,4,Category:Cuisine of Uganda,2,1,Other,,1
Category:Samuel Sejjaaka,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Sandra Kwikiriza,4,Category:Human rights activists from Uganda,2,0,Other,,1
Category:Santalales in Uganda,3,Category:Plants of Uganda by order,2,0,Other,,0
Category:Sarah Onyango Obama,4,Category:Luo people,2,1,Other,,1
Category:Selfies taken in Uganda,3,Category:People in Uganda,2,0,Other,,0
Category:Shamirah Nabadda,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Shepherds in Uganda,3,Category:People of Uganda by occupation,2,0,Other,,0
Category:Ships in Uganda,4,Category:Watercraft in Uganda,2,0,Other,,1
Category:Slopes in Uganda,4,Category:Mountain morphology of Uganda,2,2,Other,,1
Category:Snack foods of Uganda,4,Category:Cuisine of Uganda,2,0,Other,,1
Category:So people,3,Category:People of Uganda,2,0,People,,0
Category:Souvenir shops in Uganda,4,Category:Shops in Uganda,2,0,Other,,1
Category:Specioza Wandira-Kazibwe,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Speke Memorial Monument,3,"Category:National Cultural Sites in Central Region, Uganda",2,0,Buildings,,0
Category:Spider webs in Uganda,4,Category:Animal-built objects in Uganda,2,0,Other,,1
Category:Sportspeople from Uganda,3,Category:People of Uganda by occupation,2,13,Other,,0
Category:Springs in Uganda,3,Category:Bodies of water in Uganda,2,1,Other,,0
"Category:St Johns Church, Entebbe",3,"Category:National Cultural Sites in Central Region, Uganda",2,0,Other,,0
Category:St. Balikudembe (Owino) Market,3,"Category:National Cultural Sites in Central Region, Uganda",2,0,Economy,,0
Category:Stadiums in Uganda,4,Category:Sports venues in Uganda,2,5,Sports,,1
Category:Stairs in Uganda,3,Category:Architectural elements in Uganda,2,0,Other,,0
Category:Stalagmites in Uganda,4,Category:Speleothems in Uganda,2,0,Other,,1
Category:Stephen Mubiru,4,Category:Men of Uganda by name,2,1,Other,,1
Category:Streetball in Uganda,4,Category:Street sports in Uganda,2,0,Other,,1
Category:Sudhir Ruparelia,3,Category:People of Uganda,2,0,Other,,0
Category:Susan Mboya,4,Category:Luo people,2,0,Other,,1
Category:Sylvia Tamale,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Symbols of Uganda,2,Category:Culture of Uganda,2,12,Other,,0
Category:Tarique Ghaffur,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Television presenters from Uganda,4,Category:Television personalities from Uganda,2,1,Other,,1
Category:Tennis in Uganda,4,Category:Sports in Uganda by sport,2,1,Other,,1
Category:The Uganda Journal 1936,4,Category:The Uganda Journal,2,0,Other,,1
Category:Transport buildings in Kampala,4,Category:Buildings in Kampala by function,2,1,Buildings,,1
Category:Travel in Uganda,1,Category:Uganda,2,0,Other,,0
Category:Travis Mutyaba,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Tree of life in Uganda,4,Category:Statues in Uganda,2,0,Environment,,1
Category:Tuff rock formations in Uganda,4,Category:Stratigraphy of Uganda,2,0,Other,,1
Category:Type 69 RPG in Ugandan service,4,Category:RPG-7 in Ugandan service,2,0,Other,,1
Category:Type specimens from Uganda,3,Category:Museum collections from Uganda,2,0,Other,,0
Category:Uche Ikpeazu,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Uganda Muslim Supreme Council,4,Category:Islam in Uganda,2,0,Other,,1
Category:Uganda Police Museum,4,Category:Community Museums in Uganda,2,0,Buildings,,1
Category:Uganda at the 2025 Islamic Solidarity Games,3,Category:Sports in Uganda,2,0,Other,,0
Category:Uganda in the 1990s,3,Category:Uganda by decade,2,7,Other,,0
Category:Unidentified Diptera of Uganda,4,Category:Unidentified insects of Uganda,2,0,Other,,1
Category:Variations on flags of Uganda,4,Category:Flags of Uganda,2,1,Other,,1
Category:Vegetable vendors in Uganda,4,Category:Street vendors in Uganda,2,0,Other,,1
Category:Volcanic landforms in Uganda,4,Category:Volcanism of Uganda,2,7,Other,,1
Category:Volcanism of Uganda,3,Category:Geology of Uganda,2,10,Other,,0
Category:Waste collection in Uganda,2,Category:Uganda by topic,2,0,Other,,0
Category:Waste collectors in Uganda,3,Category:People of Uganda by occupation,2,0,Other,,0
Category:Wastewater treatment plants in Uganda,3,Category:Infrastructure in Uganda,2,0,Environment,,0
Category:Water waves of Uganda,3,Category:Bodies of water in Uganda,2,1,Other,,0
Category:We Are Youths Organization,2,Category:Organizations of Uganda,2,0,Other,,0
Category:White sunsets of Uganda,4,Category:Sunsets of Uganda by color,2,0,Other,,1
Category:Wiki Loves Earth 2023 in Uganda,3,Category:2023 Wikimedia movement in Uganda,2,1,History,Wiki Loves Earth,0
"Category:Wikimedia Community User Group Uganda, Board of Directors sitting 2025",3,Category:Wikimedia Community User Group Uganda,2,0,Wikimedia community,,0
Category:Winnie Nantongo,4,Category:Women of Uganda by name,2,0,Other,,1
Category:Women's rights in Uganda,3,Category:Human rights in Uganda,2,4,People,,0
Category:Yash Tandon,4,Category:Men of Uganda by name,2,0,Other,,1
Category:Yellow fungi in Uganda,4,Category:Yellow impressions in Uganda,2,0,Other,,1
Category:Zarina Bhimji,4,Category:Artists from Uganda,2,0,Other,,1
Category:Zoos in Uganda,4,Category:Gardens and parks in Uganda,2,1,Other,,1
Category:1909 in Uganda,3,Category:Uganda by year,1,0,History,,0
Category:1912 in Uganda,3,Category:Uganda by year,1,0,History,,0
Category:1914 in Uganda,3,Category:Uganda by year,1,0,History,,0
Category:1916 in Uganda,3,Category:Uganda by year,1,0,History,,0
Category:1920 in Uganda,3,Category:Uganda by year,1,0,History,,0
Category:1923 in Uganda,3,Category:Uganda by year,1,0,History,,0
Category:1942 in Uganda,3,Category:Uganda by year,1,0,History,,0
Category:1950 in Uganda,3,Category:Uganda by year,1,0,History,,0
Category:1958 elections in Uganda,4,Category:1958 in Uganda,1,0,Government,,1
Category:1961 elections in Uganda,4,Category:1961 in Uganda,1,0,Government,,1
Category:1961 in Uganda,3,Category:Uganda by year,1,2,History,,0
Category:1962 Ugandan Independence Tab,3,"Category:National Cultural Sites in Central Region, Uganda",1,0,Other,,0
Category:1962 elections in Uganda,4,Category:1962 in Uganda,1,0,Government,,1
Category:1966 in Uganda,3,Category:Uganda by year,1,0,History,,0
Category:1973 in Uganda,3,Category:Uganda by year,1,0,History,,0
Category:1978 in aviation in Uganda,4,Category:Aviation in Uganda by year,1,0,Other,,1
Category:1979 in Uganda,3,Category:Uganda by year,1,1,History,,0
Category:1980 elections in Uganda,4,Category:1980 in Uganda,1,0,Government,,1
Category:1983 in Uganda,3,Category:Uganda by year,1,1,History,,0
Category:1984 in Uganda,3,Category:Uganda by year,1,1,History,,0
Category:1990 maps of Uganda,4,Category:Maps of Uganda by year,1,0,Geography,,1
Category:1995 in Uganda,3,Category:Uganda by year,1,1,History,,0
Category:2002 in Uganda,3,Category:Uganda by year,1,2,History,,0
Category:2007 elections in Uganda,4,Category:2007 in Uganda,1,0,Government,,1
Category:2009 in Kampala,4,Category:2009 in Uganda,1,0,Other,,1
Category:2013 floods in Uganda,4,Category:2013 in Uganda,1,0,Other,,1
Category:2013 maps of Uganda,4,Category:2013 in Uganda,1,0,Geography,,1
Category:2015 elections in Uganda,4,Category:2015 in Uganda,1,0,Government,,1
Category:2020 in Uganda,3,Category:Uganda by year,1,9,History,,0
Category:2024 in Kampala,4,Category:2024 in Uganda,1,2,Other,,1
Category:2025 Mogadishu military base bombing,3,Category:Somali Civil War (2009–present),1,0,Government,,0
Category:5X-AAP (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-AAQ (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-ARJ (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-BON (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-CRN (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-EIV (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-GLA (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-HJI (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-JEF (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-TEZ (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-UBC (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-UGE (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-UVA (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-UVJ (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-UVN (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:5X-VAA (aircraft),4,Category:Aircraft registered in Uganda,1,0,Other,,1
Category:Aamito Lagum,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Abel Chebet,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Academics from Uganda,3,Category:Educators from Uganda,1,3,Other,,0
Category:Acoli language,3,Category:Languages of Uganda,1,0,Other,,0
Category:African College of Commerce and Technology,3,Category:Higher education institutions in Uganda,1,2,Education,,0
Category:African Rural University,4,Category:Universities in Uganda,1,0,Other,,1
Category:Agnes Taaka,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Airbus A310 at Entebbe International Airport,4,Category:Airbus aircraft at Entebbe International Airport,1,0,Buildings,,1
Category:Airbus A319 at Entebbe International Airport,4,Category:Airbus aircraft at Entebbe International Airport,1,0,Buildings,,1
Category:Aircraft of Uganda in Italy,4,Category:Aircraft of Uganda by country of location,1,1,Other,,1
Category:Aircraft of Uganda in Switzerland,4,Category:Aircraft of Uganda by country of location,1,1,Other,,1
Category:Aircraft of Uganda in the Netherlands,4,Category:Aircraft of Uganda by country of location,1,1,Other,,1
Category:Aircraft of Uganda in the United Kingdom,4,Category:Aircraft of Uganda by country of location,1,3,Other,,1
Category:Aircraft of Uganda in the United States,4,Category:Aircraft of Uganda by country of location,1,0,Other,,1
Category:Aircraft of the United States in Uganda,4,Category:Aircraft in Uganda by country of service,1,0,Other,,1
"Category:Aksum, Iriri fossil site",3,"Category:National Cultural Sites in Northern Region, Uganda",1,0,Other,,0
Category:Albert Ruskin Cook's House,3,"Category:National Cultural Sites in Central Region, Uganda",1,0,Other,,0
Category:Alfred Muhoozi,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Aloe ikiorum,4,Category:Flora of Uganda,1,0,Other,,1
Category:Aloe vera in Uganda,4,Category:Flora of Uganda,1,0,Other,,1
Category:Amba people,3,Category:Ethnic groups in Uganda,1,0,People,,0
Category:Andrew Rotich Kwemoi,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Anna Talia Oze,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Anniversaries in Uganda,3,Category:Events in Uganda,1,0,Other,,0
Category:Audio files in Swahili,4,Category:Swahili language,1,3,Other,,1
Category:Audios from Wiki Loves Folklore 2026 in Uganda,4,Category:Wiki Loves Folklore 2026 in Uganda,1,0,Culture,Wiki Loves Folklore,1
Category:Automatic teller machines in Uganda,3,Category:Banks in Uganda,1,0,Other,,0
Category:Automobile accidents in Uganda,4,Category:Road accidents in Uganda,1,0,Other,,1
Category:Autumn in Uganda,4,Category:Seasons in Uganda,1,1,Other,,1
Category:Avocados in Uganda,4,Category:Fruit of Uganda,1,1,Other,,1
Category:Ayelet Gneezy,4,Category:Births in Uganda,1,0,Other,,1
Category:Babies of Uganda in 2023,4,Category:Babies of Uganda by year,1,0,Other,,1
Category:Back-carrying in Uganda,4,Category:Human-powered transport in Uganda,1,1,Other,,1
Category:Badminton in Uganda,4,Category:Sports in Uganda by sport,1,1,Other,,1
Category:Ballerinas from Uganda,4,Category:Dancers from Uganda,1,0,Other,,1
Category:Banana trees in Uganda,4,Category:Flora of Uganda,1,1,Environment,,1
Category:Banknotes of Uganda,3,Category:Money of Uganda,1,0,Other,,0
Category:Banyarwanda,3,Category:Ethnic groups in Uganda,1,1,Other,,0
Category:Barack Obama Sr.,4,Category:Luo people,1,1,Other,,1
Category:Barbara Kaija,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Bars (geology) in Uganda,4,Category:Outcrops in Uganda,1,1,Other,,1
Category:Basketball players from Uganda,4,Category:Sportspeople from Uganda,1,3,Other,,1
Category:Beauty pageant winners from Uganda,4,Category:Women of Uganda,1,1,Other,,1
Category:Beauty pageants in Uganda,4,Category:Entertainment events in Uganda,1,2,Other,,1
Category:Bell 206B JetRanger II of the Uganda Air Force,4,Category:Aircraft in Ugandan military service,1,0,Other,,1
