qitem,label,sitelink_count,occupation_qid,en_title,views,occupation,in_lgwiki
Q62082761,Agnes Tibayeyita Isharaza,3,Q40348,Agnes Tibayeita Isharaza,0,lawyer,True
Q62100579,Pauline Kemirembe Kyaka,3,Q37226,Pauline Kemirembe Kyaka,0,teacher,True
Q62101151,Justine Khainza,3,Q82955,Justine Khainza,0,politician,True
Q62129102,Caroline Kamusiime,3,Q4175034,Caroline Kamusiime,0,legislator,True
Q62129115,Naome Kibaaju,3,Q82955,Naome Kibaaju,0,politician,True
Q62129153,Agnes Kunihira,3,Q7019111,Agnes Kunihira,0,social worker,True
Q62129191,Janepher Mbabazi Kyomuhendo,3,Q82955,Janepher Mbabazi Kyomuhendo,0,politician,True
Q65122303,Catherine Adipo,3,Q26481809,Catherine Adipo,0,sports executive,True
Q65499007,Flavia Oketcho,3,Q3665646,Flavia Oketcho,0,basketball player,True
Q67196956,Stella Oyella,3,,Stella Oyella,0,,True
Q67197646,Racheal Nanyonga,3,,Racheal Nanyonga,0,,True
Q67197647,Ruth Meeme,3,,Ruth Meeme,0,,True
Q6887337,Mobina Jaffer,3,Q40348,Mobina Jaffer,0,lawyer,False
Q69514728,Patricia Chepkwemoi,3,Q11513337,Patricia Chepkwemoi,0,athletics competitor,True
Q7849619,Tshila,3,Q17378128,,0,spoken word artist,True
Q84354218,Stecia Mayanja,3,Q33999,Stecia Mayanja,0,actor,True
Q87310825,Elizabeth Lwanga,3,Q28692502,Elizabeth Lwanga,0,women's rights activist,True
Q87719904,Tracy Akiror,3,Q937857,Tracy Akiror,0,association football player,True
Q90805964,Hellen Grace Asamo,3,Q37226,Hellen Asamo,0,teacher,True
Q90932931,Kaliisa Jovrine Kyomukama,3,Q43845,Jovrine Kyomukama Kaliisa,0,businessperson,True
Q90934802,Nankabirwa Ann Maria,3,Q81096,Ann Maria Nankabirwa,0,engineer,True
Q94526544,Pia Pounds,3,Q639669,Pia Pounds,0,musician,True
Q96148446,Sheila Nduhukire,3,Q42909,Sheila Nduhukire,0,reporter,True
Q96163738,Philippa Musoke,3,Q1650915,Philippa Musoke,0,researcher,True
Q96376795,Fauziah Nakiboneka,3,Q33999,Fauziah Nakiboneka,0,actor,True
Q96438690,Alice Nabatanzi,3,Q1650915,Alice Nabatanzi,0,researcher,True
Q96627201,Mary Mugyenyi,3,Q82955,Mary Mugyenyi,0,politician,True
Q96693867,Linet Toroitich Chebet,3,Q4439155,Linet Toroitich Chebet,0,long-distance runner,True
Q97069809,Susan Okalany,3,Q16533,Susan Okalany,0,judge,True
Q97446723,Mary Musoke,3,Q13382519,Mary Musoke,0,table tennis player,True
Q97745055,Ritah Kivumbi,3,Q937857,Ritah Kivumbi,0,association football player,True
Q98066848,Violah Nambi,3,Q937857,Violah Nambi,0,association football player,True
Q98539247,Kathleen Grace Noble,3,Q864503,Kathleen Grace Noble,0,biologist,False
Q98603458,Gabrielle McMullin,3,Q15253558,Gabrielle McMullin,0,activist,False
Q98930719,Adha Munguleya,3,Q4439155,Adha Munguleya,0,long-distance runner,True
Q99735292,Pheona Wall,3,Q40348,Pheona Wall,0,lawyer,False
Q100136959,Esther Ruth Mbabazi,2,Q33231,,0,photographer,False
Q100308123,Mirjam Blaak,2,Q82955,Mirjam Blaak,0,politician,False
Q104717556,Doreen Kabareebe,2,Q512314,Doreen Kabareebe,0,socialite,True
Q105760383,Paparu Lillian Obiale,2,Q82955,Lillian Obiale Paparu,0,politician,True
Q105839579,Mary Annet Nakato,2,Q82955,Mary Annet Nakato,0,politician,True
Q105839707,Sharon Balmoi Laker,2,Q82955,Sharon Balmoi Laker,0,politician,True
Q105883266,Jane Kabajungu Bainomugisha,2,Q82955,Jane Kabajungu Bainomugisha,0,politician,True
Q105883576,Jane Awich,2,Q82955,Jane Awich,0,politician,True
Q105904137,Sylvia Bahireira Tumwekwase,2,Q82955,Sylvia Bahireira Tumwekwase,0,politician,True
Q105955426,Christine Bukenya Ssendawula,2,Q82955,Christine Bukenya Ssendawula,0,politician,True
Q105955492,Faith Philo Kunihira,2,Q82955,Faith Kunihira Philo,0,politician,True
Q105955511,Nantongo Fortunate Rose,2,Q40348,Fortunate Nantongo,0,lawyer,True
Q105956483,Okia Joanne Aniku,2,Q82955,Joanne Aniku Okia,0,politician,True
Q105964981,Acom Alobo Joan,2,Q82955,Joan Acom Alobo,0,politician,True
Q105966331,Kabasharira Naome,2,Q82955,Naome Kabasharira,0,politician,True
Q105966807,Sylvia Vicky Awas,2,Q82955,Sylvia Vicky Awas,0,politician,True
Q106282844,Natasha Museveni Karugire,2,Q36180,Natasha Museveni Karugire,0,writer,True
Q106338475,Margaret Rwabushaija,2,Q37226,Margaret Rwabushaija,0,teacher,True
Q106351056,Turyahikayo Kebirungi Mary Paula,2,Q82955,Mary Paula Kebirungi Turyahikayo,0,politician,True
Q106351678,Peace Kusasira,2,Q82955,Peace Kusasira,0,politician,True
Q106431116,Annie Logiel,2,Q82955,Annie Logiel,0,politician,True
Q106589959,Imelda Namutebi,2,Q152002,Imelda Namutebi,0,pastor,True
Q106962116,Rosemary Kisembo,2,Q1709010,Rosemary Kisembo,0,software engineer,True
Q108895816,Amanda Ngabirano,2,Q901,Amanda Ngabirano,0,scientist,True
Q109265406,Anna Talia Oze,2,Q1930187,Anna Talia Oze,0,journalist,False
Q110094700,Cotilda Inapo,2,,Cotilda Inapo,0,,True
Q110397360,Alice Komuhangi Khaukha,2,Q16533,Alice Komuhangi Khaukha,0,judge,True
Q110604850,Aida Vee,2,Q131524,,0,entrepreneur,True
Q110895849,Elizabeth Ntege,2,Q37226,Elizabeth Ntege,0,teacher,True
Q110968297,Joan Nabirye,2,Q937857,,0,association football player,False
Q110979123,Asia Nakibuuka,2,Q937857,,0,association football player,True
Q110979643,Amina Nababi,2,Q937857,,0,association football player,True
Q110980610,Spencer Nakacwa,2,Q937857,,0,association football player,True
Q110980983,Sharon Nadunga,2,Q937857,,0,association football player,True
Q110982489,Sheebah Zalwango,2,Q937857,,0,association football player,True
Q111180419,Nakawuki Susan Nsambu,2,Q82955,Susan Nakawuki,0,politician,True
Q111181361,Oleru Huda Abason,2,Q37226,Huda Abason Oleru,0,teacher,True
Q111188214,Alice Wambui Ng'ang'a,2,Q82955,Alice Wambui Ng'ang'a,0,politician,False
Q111192252,Betty Nakibuka,2,Q753110,Betty Nakibuuka,0,songwriter,True
Q111199119,Jackie Senyonjo,2,Q63243029,Jackie Senyonjo,0,gospel musician,True
Q111203409,Sumy Sadurni,2,Q33231,Sumy Sadurni,0,photographer,False
Q111272117,Shilla Omuriwe Buyungo,2,Q3246315,Shilla Omuriwe Buyungo,0,head coach,True
Q111300617,Farida Charity,2,Q15253558,,0,activist,False
Q111327988,Mugisha Muhanga Margaret,2,Q82955,Mugisha Muhanga Margaret,0,politician,True
Q111350557,Lukwago Rebecca Nalwanga,2,Q82955,Lukwago Rebecca Nalwanga,0,politician,True
Q111359838,Ssinabulya Sylvia Namabidde,2,Q82955,Ssinabulya Sylvia Namabidde,0,politician,True
Q111363446,Kiboijana Margaret N,2,Q82955,Kiboijana Margaret N,0,politician,True
Q111421163,Lanyero Sarah Ochieng,2,Q82955,Lanyero Sarah Ochieng,0,politician,True
Q111441905,Teddy Nakimuli,2,Q11338576,Teddy Nakimuli,0,boxer,True
Q111449851,Rachael Mwine Arinaitwe,2,Q270389,Rachael Mwine Arinaitwe,0,news presenter,True
Q111472818,Justine Nabbosa,2,Q152002,Justine Nabbosa,0,pastor,True
Q111512363,Nayiga Florence Ssekabira,2,Q82955,Nayiga Florence Ssekabira,0,politician,True
Q111517476,Grace Bantebya Kyomuhendo,2,Q36180,Grace Bantebya Kyomuhendo,0,writer,True
Q111524969,Agnes Kirabo,2,Q82955,Agnes Kirabo,0,politician,True
Q111530434,Vinka,2,Q639669,Vinka (musician),0,musician,True
Q111530555,Irene Manjeri,2,Q152002,Irene Manjeri,0,pastor,True
Q111533756,Rosemary Kerwegi,2,Q82955,Rosemary Kerwegi,0,politician,True
Q111893827,Eseza Omuto,2,Q1930187,Esther Kazinda,0,journalist,False
Q113462822,Justina Wamae,2,Q43845,Justina Wamae,0,businessperson,False
Q114880467,Kagiri Jane,2,Q82955,Jane Kagiri,0,politician,False
Q115053859,Mary Maingi,2,Q82955,Mary Maingi,0,politician,False
Q116077684,Hadija Namanda,2,Q26481809,Hadija Namanda,0,sports executive,True
Q116226503,Uganda Kwan Sze Pui,2,,Uganda Kwan,0,,False
Q116257607,Lydia Nabunya Nsaale Kitayimbwa,2,Q208762,Lydia Nabunya Nsaale Kitayimbwa,0,chaplain,True
Q116604516,Eunice Otuko Apio,2,Q82955,Eunice Otuko Apio,0,politician,True
Q116790009,Sara Mulindwa,2,Q1930187,Sara Mulindwa,0,journalist,True
Q116923781,Rose Christine Adikini,2,Q8359428,Rose Christine Adikini,0,social activist,True
Q117064817,Rosemary Salmon,2,Q18581305,Rosemary Salmon,0,beauty pageant contestant,True
Q118278863,Jane Ajilo,2,Q11513337,,0,athletics competitor,False
Q118398411,Maureen Nantume,2,Q131524,Maureen Nantume,0,entrepreneur,True
Q118939324,Patricia Munabi,2,Q267936,Patricia Munabi Babiiha,0,executive director,True
Q118985387,Laker Jolly Grace Andruvile Okot,2,Q5268834,Laker Jolly Grace Andruvile Okot,0,information and communications technology,True
Q119843716,Peace Oliver Amuge,2,Q36180,Peace Oliver Amuge,0,writer,True
Q119998661,Jolly Twebaze Ngabirano,2,Q131524,Jolly Twebaze Ngabirano,0,entrepreneur,True
Q122184418,Stella Nekuusa,2,Q43845,Stella Nekuusa,0,businessperson,True
Q124125054,Gabie Ntaate,2,Q639669,Gabie Ntaate,0,musician,True
Q124129599,Winnie Nantongo,2,Q36180,,0,writer,True
Q124526790,Thereza Piloya,2,Q1919436,Thereza Piloya,0,pediatrician,True
Q124670525,Claire Lamunu,2,Q3665646,Claire Lamunu,0,basketball player,True
Q124883282,Anne Nassanga,2,Q177220,Anne Nassanga,0,singer,True
Q124958065,Esther Wamala,2,Q17433421,Esther Wamala,0,science journalist,True
Q125118085,Sofiya Nzau,2,Q177220,Sofiya Nzau,0,singer,False
Q125362345,Judith Mary Amoit,2,Q82955,Judith Mary Amoit,0,politician,True
Q125363328,Christine Akello,2,Q82955,Christine Akello,0,politician,True
Q126405491,Patricia Ochan Okiria,2,,Patricia Ochan Okiria,0,,True
Q126405520,Barbara Kemigisa,2,Q483501,Barbara Kemigisa,0,artist,True
Q126811435,Jennifer Mwijukye,2,,Jennifer Mwijukye,0,,True
Q130219984,Rosemary Byanyima,2,Q39631,Rosemary Byanyima,0,physician,True
Q130550879,Josephine Ahikire,2,Q1569495,Josephine Ahikire,0,lecturer,True
Q131105789,Lydia Mugambi,2,Q33999,Lydia Mugambi,0,actor,True
Q131191143,Esther Nakaziba,2,Q935666,Esther Nakaziba,0,make-up artist,True
Q131228429,Natasha Nyonyozi,2,Q131524,Natasha Nyonyozi,0,entrepreneur,True
Q131466348,Nasejje Jalia,2,,Nasejje Jalia,0,,True
Q133459975,Margret Baagala,2,Q17619498,Margaret Baagala,0,netballer,True
Q133460290,Zahara Nandawula,2,Q11338576,Zahara Nandawula,0,boxer,True
Q133460420,Naava Grey,2,Q639669,Asha Naava Zziwa,0,musician,True
Q133462738,Falidah Kadondi,2,Q17619498,Faridah Kadondi,0,netballer,True
Q133502704,Betty Muzanira,2,Q82955,Betty Muzanira,0,politician,True
Q133525514,Hadija Namale,2,Q639669,Hadija Namale,0,musician,True
Q133530719,Susan Kabonero Muhwezi,2,Q131524,Susan Kabonero Muhwezi,0,entrepreneur,True
Q133567055,Stella Nanteza,2,Q245068,Stella Nanteza,0,comedian,True
Q133800416,Damalie Kisosonkole,2,,Damalie Kisosonkole,0,,True
Q133816475,Josephine Kasya,2,Q82955,Josephine Kasya,0,politician,True
Q133817591,Elizabeth Paula Napeyok,2,Q37226,Elizabeth Paula Napeyok,0,teacher,True
Q133819933,Malyamu Amin,2,Q203184,Malyamu Amin,0,First Lady,True
Q133821411,Brenda Maraka,2,Q3501317,Brenda Maraka,0,fashion designer,True
Q133824398,Norah Amin,2,Q203184,Norah Amin,0,First Lady,True
Q133828172,Prosperous Nankindu Kavuma,2,Q36180,Prosperous Nankindu Kavuma,0,writer,True
Q133828187,Joan Rwabyomere,2,Q40348,Joan Rwabyomere,0,lawyer,True
Q133830126,Elizabeth Muwanga,2,Q384593,Elizabeth Muwanga,0,police officer,True
Q133833461,Ruth Mukama,2,Q3400985,Ruth Mukama,0,academic,True
Q133835773,Martha Kyoshaba,2,Q1569495,Martha Kyoshaba,0,lecturer,True
Q133836482,Margaret Ssebagereka,2,Q82955,Margaret Ssebagereka,0,politician,True
Q133858820,Bernadette Nambi,2,Q1650915,Bernadette Nambi,0,researcher,True
Q133861224,Gladyce Kachope,2,Q1056391,Gladyce Kachope,0,head teacher,True
Q133864830,Aisha Naluzze Batala,2,Q107333445,Aisha Naluzze Batala,0,high court judge,True
Q133868272,Juliet Muzoora Atuhairwe,2,Q37226,Juliet Muzoora,0,teacher,True
Q133879190,Chance Nalubega,2,Q177220,Chance Nalubega,0,singer,True
Q133881066,Catherine Ainembabazi,2,Q15117302,Catherine Ainembabazi,0,volleyball player,True
Q133931136,Maggie Kathewera Banda,2,Q15253558,Maggie Kathewera Banda,0,activist,False
Q133933796,Katherine Namuddu,2,Q36180,Katherine Namuddu,0,writer,True
Q133933916,Gloria Seruwagi,2,Q1569495,Gloria Seruwagi,0,lecturer,True
Q133934002,Rose Nakasi,2,Q1569495,Rose Nakasi,0,lecturer,True
Q133980867,Shamim Mayanja,2,Q1930187,Shamim Mayanja,0,journalist,True
Q134083095,Olivia Wawire,2,Q524778,Olivia Wawire,0,commissioner,True
Q134087849,Sherifah Tumusiime,2,Q131524,Sherifah Tumusiime,0,entrepreneur,True
Q134184129,Beatrice Ayikoru,2,Q80687,Beatrice Ayikoru,0,secretary,True
Q134267589,Omega 256,2,Q639669,Shamim Murerwa,0,musician,True
Q134274413,Peace Mbabazi Kyamukongwire,2,Q639669,Peace Mbabazi Kyamukongwire,0,musician,True
Q134275957,Sandra Nabaggala,2,,Sandra Nabaggala,0,,True
Q134285433,Lilian Ruteraho,2,Q599151,Lilian Ruteraho,0,official,True
Q134549681,Juliana Kaggwa,2,Q2961975,Juliana Kagwa,0,business executive,True
Q135034549,Nimisha Madhvani,2,Q193391,Nimisha Madhvani,0,diplomat,False
Q135110095,Zam Seera,2,,Zam Seera,0,,True
Q135116412,Jovia Nakagolo,2,Q937857,Jovia Nakagolo,0,association football player,True
Q135437535,Yvonne Mpambara,2,Q40348,Yvonne Mpambara,0,lawyer,True
Q136035536,Zahara Maala Luyirika,2,Q82955,Zahara Maala Luyirika,0,politician,False
Q136674050,Tina Wamala,2,Q39809,Tina Wamala,0,marketing,True
Q136759823,Jacklyn Jolly Tukamushaba,2,Q82955,Jacklyn Jolly Tukamushaba,0,politician,True
Q136821745,Laika,2,Q639669,Laika Umuhoza,0,musician,True
Q136954178,Juliet Zawedde,2,Q131524,Juliet Zawedde,0,entrepreneur,True
Q137274362,Jackline Katusiime,2,Q33999,Jackline Katusiime,0,actor,False
Q137606124,Sheila Tusiime,2,Q131524,Sheila Tusiime,0,entrepreneur,True
Q137732933,Rebecca Alitwala Mubezi,2,Q15253558,Rebecca Alitwala Mubezi,0,activist,True
Q137735743,Felister Chekwemoi,2,Q2066131,Felister Chekwemoi,0,athlete,True
Q137735744,Brenda Chekwemoi,2,Q2066131,Brenda Chekwemoi,0,athlete,True
Q137755846,Bentalin Yeko,2,Q2066131,Bentalin Yeko,0,athlete,True
Q137991249,Namatende Eunice,2,Q82955,Eunice Namatende,0,politician,True
Q137994254,Enid Origumisiriza,2,Q37226,Enid Origumisiriza,0,teacher,True
Q138001320,Acom Esther,2,Q82955,Esther Lucy Acom,0,politician,True
Q138127827,Alinaitwe Sylvia Tumuheirwe,2,Q82955,Sylvia Tumuheirwe Alinaitwe,0,politician,True
Q138751304,Acan Joyce Okeny,2,Q82955,Acan Joyce Okeny,0,politician,True
Q138755482,Anne K. Rweyora,2,Q11287574,Anne K. Rweyora,0,industrial designer,True
Q138787843,Olum Lornah Afoyomungu,2,Q36180,Olum Lornah Afoyomungu,0,writer,True
Q138792888,Benedicta Nanyonga,2,Q267936,Benedicta Nanyonga,0,executive director,True
Q139554921,Lakisa Mercy Faith,2,Q82955,Mercy Faith Lakisa,0,politician,True
Q139623379,Sarah Kizito,2,Q131524,Sarah Kizito,0,entrepreneur,True
Q139659797,Esther Kyozira,2,Q267936,Esther Kyozira,0,executive director,True
Q139759016,Prudence Nyamishana,2,Q1476215,Prudence Nyamishana,0,human rights defender,True
Q139780505,Mable Amuron,2,Q36180,Mable Amuron,0,writer,True
Q139845233,Sanyu Penelope,2,Q36180,Sanyu Penelope,0,writer,False
Q15429947,Anne Merriman,2,Q39631,Anne Merriman,0,physician,False
Q15838608,Gloria Najjuka,2,Q13141064,,0,badminton player,False
Q17118982,Princess Jane Mpologoma Nabanakulya,2,Q186360,Jane Mpologoma Nabanakulya,0,nurse,True
Q21782698,R. J. Anderson,2,Q4853732,R. J. Anderson,0,children's writer,False
Q22005780,Suzan Kerunen,2,Q639669,Suzan Kerunen,0,musician,True
Q22007181,Diana Nkesiga,2,Q3409375,Diana Nkesiga,0,Anglican priest,True
Q24572355,Kevinah Taaka Wanaha Wandera,2,Q82955,Kevinah Taaka Wanaha Wandera,0,politician,True
Q32540023,Elizabeth Nantale Mulondo,2,Q82955,Elizabeth Nantale Mulondo,0,politician,True
Q38367025,Susan Aneno,2,Q13381753,,0,middle-distance runner,False
Q3850433,Mary Asiride,2,Q33999,,0,actor,False
Q41693469,Nawe Molly Kamukama,2,Q82955,Molly Nawe Kamukama,0,politician,True
Q42530525,Annette Nkalubo,2,Q40348,Annette Nkalubo,0,lawyer,True
Q43302089,Enid Mirembe,2,Q4610556,Enid Mirembe,0,model,True
Q43844651,June Kyakobye,2,Q13382519,June Kyakobye,0,table tennis player,True
Q45322748,Elizabeth Musoke,2,Q16533,Elizabeth Musoke,0,judge,False
Q47004197,Jean Sseninde,2,Q937857,Jean Sseninde,0,association football player,True
Q54226255,Peninnah Kabenge,2,Q50995749,Peninah Kabenge,0,sportsperson,True
Q5458060,Flavia  Nabugere Munaaba,2,Q82955,Flavia Munaaba,0,politician,True
Q55234995,Crystal Newman,2,Q497240,Crystal Newman,0,master of ceremonies,True
Q55859679,Yvette Mutumba,2,Q403908,,0,curator,False
Q56065110,Jolly Nankunda,2,Q1919436,Jolly Nankunda,0,pediatrician,True
Q56222345,Annet Nandujja,2,Q177220,Annet Nandujja,0,singer,True
Q56247899,Apio Moro,2,Q639669,Apio Moro,0,musician,True
Q56544043,Rose Clarke Nanyonga,2,Q42973,Rose Clarke Nanyonga,0,architect,True
Q56599964,Zahara Nakiyaga,2,Q18581305,Zahara Nakiyaga,0,beauty pageant contestant,True
Q56616505,Grace Nakibaala,2,,Grace Nakibaala,0,,True
Q56824717,Christine Obbo,2,Q4773904,Christine Obbo,0,anthropologist,True
Q58416633,Justine Nakagiri Ssemwanga,2,Q326653,Justine Nakagiri Ssemwanga,0,accountant,True
Q59777608,Irene Ikomu,2,Q40348,Irene Ikomu,0,lawyer,True
Q62067246,Egunyu Janepher Nantume,2,Q37226,Egunyu Janepher Nantume,0,teacher,True
Q6395424,Ketna Patel,2,Q483501,Ketna Patel,0,artist,False
Q64781743,Polly Namaye,2,Q1930187,Polly Namaye,0,journalist,True
Q64825267,Lucy Aber Okumu,2,Q18510502,,0,javelin thrower,False
Q65061857,Nambi,2,,Nambi (mythology),0,,True
Q65499922,Lillian Zawedde,2,Q1930187,Lillian Zawedde,0,journalist,True
Q65588628,Mary Cholhok Nuba,2,Q17619498,Mary Cholhok Nuba,0,netballer,True
Q65971455,Selina Katumba,2,Q10843402,Selina Katumba,0,swimmer,True
Q66809379,Peninah Nakabo,2,Q2732142,Peninah Nakabo,0,statistician,False
Q67001391,Gladys Mbabazi,2,Q13141064,,0,badminton player,False
Q67131690,Stella Wonruku,2,Q11513337,Stella Wonruku,0,athletics competitor,False
Q67196952,Stella Nanfuka,2,Q3665646,Stella Nanfuka,0,basketball player,True
Q67196959,Lilian Ajio,2,Q17619498,Lilian Ajio,0,netballer,True
Q67197319,Muhayimina Namuwaya,2,Q3665646,Muhayimina Namuwaya,0,basketball player,True
Q67197323,Joan Nampungu,2,,Joan Nampungu,0,,True
Q67197329,Jesca Achan,2,,Jesca Achan,0,,True
Q67197330,Betty Kizza,2,Q17619498,Betty Kizza,0,netballer,True
Q67312720,Ben Mary Muwanga,2,Q37226,Ben Mary Muwanga,0,teacher,True
Q70737484,Samallie Kiyingi,2,Q40348,Samallie Kiyingi,0,lawyer,False
Q76453554,Sylvia Namutebi,2,Q4610556,Sylvia Namutebi,0,model,True
Q76854884,Dorrys Mutahunga,2,Q177220,Dorrys Mutahunga,0,singer,True
Q83960137,Naomi Karungi,2,Q47064,Naomi Karungi,0,military personnel,True
Q84991115,Nakanyike B. Musisi,2,Q201788,Nakanyike Musisi,0,historian,True
Q85001860,Jeninah Karungi,2,Q1781198,Jeninah Karungi,0,agronomist,True
Q90924025,Milly Mugeni,2,Q4175034,Milly Mugeni,0,legislator,True
Q91031189,Lynnette Kyokunda,2,Q1569495,Lynnette Tumwine Kyokunda,0,lecturer,True
Q91272577,Annet Kirabo,2,Q1622272,Annet Kirabo,0,university teacher,True
Q95113865,Elizabeth Ibanda–Nahamya,2,Q16533,Elizabeth Ibanda-Nahamya,0,judge,True
Q96107310,Caroline Asiimwe,2,Q202883,Caroline Asiimwe,0,veterinarian,True
Q96587189,Rukh-Shana Namuyimba,2,Q1930187,Rukh-Shana Namuyimba,0,journalist,False
Q96958851,Faridah Nambi,2,Q82955,Faridah Nambi,0,politician,True
Q97062217,Phionah Atuhebwe,2,Q96781864,Phionah Atuhebwe,0,vaccinologist,True
Q98608868,Sarah Langa Siu,2,Q40348,Sarah Langa Siu,0,lawyer,False
Q99421388,Esther Nabaasa,2,Q177220,Esther Nabaasa,0,singer,True
Q106032830,Faridah Nabaggala,1,Q36180,,0,writer,False
Q106462736,Prossy Mirembe,1,Q16004471,,0,kayaker,False
Q106558183,Lynda Ddane,1,Q130857,,0,disc jockey,True
Q106781639,Constance Rwabiryagye,1,Q18510502,,0,javelin thrower,False
Q107471388,Regina Awori,1,Q11513337,,0,athletics competitor,False
Q107486281,Theresa Nakisuyi,1,Q11513337,,0,athletics competitor,False
Q109476534,Olive Birungi Lumonya,1,Q2961975,,0,business executive,False
Q110974165,Phoebe Banura,1,Q937857,,0,association football player,False
Q110975815,Hellen Obol,1,Q2855502,,0,chief of police,False
Q110980332,Resty Nanziri,1,Q937857,,0,association football player,False
Q111026480,Irene Kyamummi,1,Q39631,,0,physician,False
Q111420850,Lematia Ruth Molly Ondoru,1,Q82955,Lematia Ruth Molly Ondoru,0,politician,False
Q111434014,Pinky (musician),1,,,0,,True
Q111534595,Karol Kasita,1,Q177220,,0,singer,True
Q115154265,Grace Nduta,1,Q82955,Grace Nduta,0,politician,False
Q115933456,Amama Thornley,1,Q6500773,,0,general practitioner,False
Q116301523,Hope Keshubi,1,Q36180,Hope Keshubi,0,writer,False
Q116378798,Carol Nantongo,1,Q639669,,0,musician,True
Q116925810,Tracy Naluwooza,1,Q13141064,,0,badminton player,False
Q117021750,Florence Ebila,1,Q64461822,,0,lecturer,False
Q117474177,Rebecca Margaret Nyegenye,1,,Rebecca Margaret Nyegenye,0,,False
Q118130262,Alice Kibombo,1,Q182436,,0,librarian,False
Q118945362,Patience Nabukalu,1,Q61048378,Patience Nabukalu,0,climate activist,False
Q118946885,Lillian Nalwoga,1,Q859482,Lillian Nalwoga,0,secretariat,False
Q118955296,Sarah Kiden,1,Q5268834,Sarah Kiden,0,information and communications technology,False
Q122365737,Precious Kaijuka,1,Q2462658,,0,manager,False
Q122817316,Judith Nangonzi,1,Q13382519,,0,table tennis player,False
Q126678603,Mary Tarcisia Lakot,1,Q191808,Mary Tarcisia Lakot,0,nun,False
Q130640738,Ruth Wanyana,1,Q10800557,,0,film actor,True
Q131176537,Robinah Nansubuga,1,Q674426,Robinah Nansubuga,0,curator,False
Q131278952,Joan Agaba,1,Q33999,,0,actor,False
Q131531712,Lydia  Gatundu Galavu,1,Q483501,Lydia Gatundu Galavu,0,artist,False
Q131560596,Sharifah Buzeki,1,Q1056396,Sharifah Buzeki,0,human resource management,False
Q133198537,Bianka Black,1,Q161850,,0,nude model,False
Q133459972,Christine Nakitto,1,Q17619498,Christine Nakitto,0,netballer,False
Q133459986,Shadiah Nassanga,1,Q17619498,Shadia Nassanga,0,netballer,False
Q133460267,Gloria Bugie,1,Q639669,,0,musician,False
Q133460273,Sarah Nakiyunga,1,Q17619498,Sarah Nakiyunga,0,netballer,False
Q133462692,Norah Lunkuse,1,Q17619498,Norah Lunkuse,0,netballer,False
Q133462790,Sandra Nambirige,1,Q17619498,Sandra Nambirige,0,netballer,False
Q133852624,Irene Marjorie Kabamori,1,,Irene Marjorie Kabamori,0,,False
Q133863552,Nasiimu Mutesi,1,Q12840545,Nasiimu Mutesi,0,handball player,False
Q133870664,Tereza Kuribakanya Kibwetere,1,,Tereza Kuribakanya Kibwetere,0,,False
Q135189330,Dorothy Okatch,1,Q2182752,,0,basketball official,False
Q136450031,,1,,,0,,False
Q136734654,Gloria Wavamunno,1,Q131524,,0,entrepreneur,False
Q136734666,Viola Nimuhamya,1,Q483501,,0,artist,True
Q136786864,Brenda Kugonza,1,Q267936,Brenda Kugonza,0,executive director,False
Q136786867,Joanita Babirye,1,,,0,,False
Q136786869,Florence Masuliya,1,Q267936,Florence Masuliya,0,executive director,False
Q136865193,Anna Makula,1,Q639669,,0,musician,True
Q136868303,Etania Mutoni,1,Q2906862,Etania Mutoni,0,influencer,False
Q136868779,Charity Kalebbo Ahimbisibwe,1,Q40348,Charity Kalebbo Ahimbisibwe,0,lawyer,False
Q137274425,Lakwena Maciver,1,Q3391743,Lakwena Maciver,0,visual artist,False
Q137819555,Anisa Nandaula,1,Q49757,Anisa Nandaula,0,poet,False
Q138545573,Meridah Nandudu,1,Q131524,,0,entrepreneur,False
Q138575108,Theresa Odongo-Oduka,1,Q82955,,0,politician,False
Q138682342,Alice Muhoozi,1,Q175301,Alice Muhoozi,0,speechwriter,False
Q138774843,Pamela Judith Angwech,1,Q267936,Pamela Judith Angwech,0,executive director,False
Q138793073,Nashiba Nakabira,1,Q1416754,Nashiba Nakabira,0,youth worker,False
Q138800911,Evelyn Zalwango,1,Q43845,Evelyn Zalwango,0,businessperson,False
Q139325836,Namara Catherine Misango,1,Q39631,Namara Catherine Misango,0,physician,False
Q139770272,Mercy Nalugo,1,Q36180,Mercy Nalugo,0,writer,False
Q139801645,Shamim Nabuuma Kaliisa,1,Q131524,,0,entrepreneur,False
Q139857915,Janet  Nsibirwa Mdoe,1,,Janet Nsibirwa Mdoe,0,,False
Q139915643,Judyth Nsababera,1,Q193391,Judyth Nsababera,0,diplomat,False
Q140921125,Malaika Tenish Nnyanzi,1,,Malaika Tenish Nnyanzi,0,,False
Q16234174,Shanti Dynamite,1,Q138858,,0,entertainer,False
Q16733766,Sunday Omony,1,Q4610556,Sunday Omony,0,model,False
Q23007867,Esther Madudu,1,,Esther Madudu,0,,False
Q4957775,Salome Kabengano,1,Q3665646,,0,basketball player,False
Q50701530,Samantha Nassolo,1,Q4610556,,0,model,False
Q52340448,Joy Tukahirwa,1,Q1895303,,0,forester,False
Q56065559,Leah Kagasa,1,Q18581305,Leah Kagasa,0,beauty pageant contestant,False
Q57332707,Grace Ndagire,1,Q13382576,,0,rower,False
