qitem,label,latitude,longitude,sitelink_count
Q15076215,Wobulenzi,0.72,32.53,8
Q15076442,Namasuba,0.68944,32.4214,2
Q1509547,Lake George,0.0,30.2,25
Q15192779,Aswa-Lolim Game Reserve,2.71666667,31.58333333,1
Q15202809,Bokora Corridor Wildlife Reserve,2.43333333,34.0,1
Q15205537,Buddu,-0.41667,31.66667,2
Q15228847,Ishasha,-0.74,29.625,2
Q15233264,Kampala International University in Tanzania,-6.88638889,39.15611111,6
Q15233566,Kansanga,0.28861111,32.6075,1
Q15233586,Kapeeka,0.68974,32.2448,3
Q15238486,Kimaka,0.45027778,33.19166667,2
Q15238694,Koboko town,3.41138889,30.98666667,1
Q15240982,Kyotera,-0.63166667,31.54333333,7
Q15243147,Lutembe Bay,0.1541,32.5681,3
Q15243170,Lweeza,0.21,32.585,3
Q15243329,Mabamba Bay,0.08333333,32.33333333,7
Q15244000,Makerere University School of Health Sciences,0.33805556,32.57611111,2
Q15244001,Makerere University School of Medicine,0.33805556,32.57722222,3
Q15252352,Muvumbe Hydroelectric Power Station,-1.31888889,30.08,3
Q15253033,Mengo Senior School,0.320394,32.56164,2
Q15253534,Mirama Hills,-1.055,30.455,1
Q15260138,Mpanga Hydroelectric Power Station,0.0664073,30.3213699,1
Q15260165,Mubuku III Power Station,0.26,30.149,2
Q15260271,Munyonyo,0.2425,32.62,2
Q15260736,Nabumali High School,0.984293312,34.210733821,2
Q15260878,Namasagali,1.0125,32.95,1
Q15260890,Namirembe hill,0.315,32.55944444,2
Q15261089,Nateete,0.29722222,32.52694444,2
Q15261267,Nazigo,0.64194444,32.99,2
Q15261310,Ndejje University,0.61,32.475,4
Q15262267,Ngogwe,0.2425,32.99888889,3
Q15262424,Nkozi,0.01,32.0,2
Q15262880,Nshungyezi Hydroelectric Power Station,-1.0,30.745,2
Q15263089,Nyamwamba I Hydroelectric Power Station,0.23,29.985,1
Q15276092,Sentema,0.3625,32.4375,2
Q1528625,Nakasongola Airport,1.42,32.47,4
Q1528870,Mweya Airport,-0.194167,29.893889,5
Q1529143,Mutukula Airport,-0.925,31.45,4
Q15615969,Lwajjali River,0.41,32.52,5
Q15616252,Namataba,0.375,32.84,2
Q1564286,Mount Luigi di Savoia,0.33333333,29.88333333,4
Q1568935,Migingo Island,-0.882777777,33.938055555,25
Q15845131,Bweranyangi Girls' Secondary School,-0.56,30.2075,3
Q1624192,Hoima,1.433055555,31.352222222,24
Q16257735,Kiira College Butiki,0.49242,33.2001,2
Q164474,Kamuli District,1.0,33.166666666,23
Q1649358,Wakiso Town,0.4,32.4825,13
Q16534209,Buikwe Stadium,0.341915,33.0284,1
Q16565950,,0.401727,32.4614,1
Q1657091,Iganga,0.614722222,33.478888888,18
Q165784,West,5.479444444,10.419444444,45
Q16587187,Pece War Memorial Stadium,2.77018,32.309,1
Q1659738,Imatong Mountains,4.1,32.85,14
Q16674957,,1.2,34.5,1
Q16824941,Buluba Hospital,0.49,33.385,2
Q16841255,Gulu University School of Medicine,2.7825,32.3078,2
Q16868894,Adilang,2.74,33.48,6
Q16868935,Angal Hospital,2.4075,31.1925,3
Q16878593,Mwenge,0.85,33.95,1
Q16892998,Kabamba,0.25,31.185,3
Q16893042,Kalama Armoured Warfare Training School,0.25,31.185,1
Q16893110,Kanyanya,0.383056,32.57,1
Q16893156,Kasawo,0.62598,32.83904,4
Q16893188,Katosi,0.15,32.8,3
Q16893197,Katunguru,-0.15,30.0667,4
Q16893518,Kitovu Hospital,-0.345,31.7575,2
Q16893522,Kitante Hill Secondary School,0.333889,32.585,3
Q16893723,Kuluva Hospital,2.94667,30.9325,1
Q16894374,Lubigi,0.32,32.52,4
Q16894747,Matany Hospital,2.44444,34.395,2
Q16894888,Mbarara University School of Medicine,0.616389,30.6589,3
Q16895532,Mpigi Hospital,0.225,32.3219,1
Q16895584,Muyenga,0.2938,32.6114,1
Q16895609,Mutolere Hospital,-1.2625,29.72,1
Q16895628,Nakasero,0.3244,32.5788,3
Q16895659,Namirembe Cathedral,0.315,32.5597,6
Q16895660,Namayingo,0.345,33.88,6
Q16895753,Nengo Bridge Hydropower Station,-0.815,29.8333,2
Q16895898,Nkokonjeru Hospital,0.2275,32.9275,3
Q16896010,Ntoroko,1.05,30.535,3
Q16896022,Nyenga,0.38,33.15,2
Q16896028,Nyakasura School,0.671667,30.22,4
Q16899506,Rubaga Cathedral,0.3025,32.5522,8
Q16899525,Rwimi Power Station,0.39,30.18,2
Q16900248,Siti I Hydroelectric Power Station,1.25,34.6369,3
Q16901899,Toro-Semliki Wildlife Reserve,0.897222222,30.363333333,4
Q16902646,Victoria University,0.313611,32.5892,2
Q16902740,Villa Maria Hospital,-0.23,31.7433,2
Q16902833,Wakyaato,0.878056,32.205,2
Q16930494,Mifumi,0.75,33.96666667,2
Q16930899,Kisubi Mapeera Secondary School,0.12278,32.53635,2
Q16937152,Ministry of Works and Transport,0.31333333,32.58194444,2
Q16954344,Budongo Forest,1.72416667,31.54583333,7
Q16954386,Bugoma Central Forest reserve,1.25555556,30.96666667,6
Q16954390,Bugoye,0.305,30.1,3
Q16954491,Buloba,0.325,32.45,2
Q16954661,Busitema University School of Medicine,1.08194444,34.17638889,3
Q17009782,East African mountains,-0.1,37.2,7
Q17067633,LivingStone International University,1.08417,34.1792,2
Q17068478,"Ministry of Finance, Planning and Economic Development",0.316388888,32.586111111,2
Q17077129,Makerere University Library,0.3348,32.5653,2
Q17078643,HiveColab,0.3418659,32.5943461,3
Q1709493,July 2010 Kampala attacks,0.313611,32.581111,12
Q17100701,Kenya–Uganda–Rwanda Petroleum Products Pipeline,1.55,31.16,2
Q17108254,Itwara Central Forest Reserve,0.791389,30.4719,1
Q17108392,Savannah Airstrip,-0.71944444,29.7,4
Q17108406,Soroti Flying School,1.725,33.62111111,2
Q17108424,Uganda National Oil Company,0.31333333,32.58194444,4
Q17108436,Uganda Oil Refinery,1.5,31.08,1
Q17108447,Uganda–Kenya Crude Oil Pipeline,1.55,31.16,1
Q1714359,Rukwanzi Island,1.235,30.47222222,8
Q17155793,Alokolum,2.7575,32.22666667,2
Q1734676,Karuma Falls,2.24383333,32.23338889,3
Q1734904,Kasensero,-0.91472222,31.76277778,1
Q1734905,,0.45,30.25,2
Q1737414,,2.4,31.01666667,1
Q17379952,St. Augustine International University,0.284,32.606,4
Q1740785,Kibale National Park,0.43333333,30.38333333,26
Q1740874,Kidepo Valley National Park,3.93,33.80694444,22
Q1743886,Kitoba,1.54117,31.33564,2
Q17509455,Janani Luwum Church House,0.313625,32.5794,1
Q17509613,Acholi Inn,2.7805858,32.297863,1
Q17510024,African Rural University,0.94265,30.8171,7
Q1779750,Geography of Uganda,1.0,32.0,26
Q1779859,Acholiland,2.77714,32.29554,8
Q179198,Mukono,0.353333333,32.755277777,22
Q1802286,Mparo,1.416666666,31.383333333,3
Q1810614,Kiboga,0.92,31.76,11
Q18163367,Bukomero,0.689444,32.0389,4
Q18163371,Bukuzindu Hybrid Solar and Thermal Power Station,-0.306944,32.1525,1
Q1820455,Sembabule,-0.082569,31.461453,10
Q18210376,St. Denis Ssebugwawo Secondary School,0.2589,32.628,2
Q18344234,Kyambogo,0.348333,32.6303,1
Q18349743,Hoima–Kaiso–Tonya Road,1.585,31.0831,1
Q18350719,Lubilia Hydroelectric Power Station,0.0833333,29.7544,2
Q18350879,Luwero Secondary School,0.8375,32.49555556,3
Q18353174,Ngora Hospital,1.45722,33.7761,1
Q18356047,Uganda National Council for Higher Education,0.343889,32.6311,1
Q18356048,Uganda National Roads Authority,0.32777778,32.61277778,2
Q18356056,Uganda Retirement Benefits Regulatory Authority,0.321111,32.5867,1
Q18358599,Osukuru Industrial Complex,0.65,34.1664,1
Q18378283,Munyonyo Commonwealth Resort,0.236389,32.6236,2
Q18378910,Nabisunsa Girls Secondary School,0.344167,32.6333,3
Q18379455,National Drug Authority,0.326667,32.5756,1
Q18386687,Kako Senior Secondary School,-0.3056,31.8073,1
Q18386727,Kaliro Power Station,0.936389,33.4831,1
Q18386821,Kampala Central Division,0.32271,32.58541,3
Q18387320,Katwe craters,-0.08,29.92,3
Q18387358,Kawempe General Hospital,0.361944,32.5614,1
Q18388161,"Kibulala, Ssingo",0.7175,31.9333,2
Q18388193,Kigezi High School,-1.24028,29.9831,1
Q18388418,Kiruddu General Hospital,0.261389,32.6003,1
Q18388719,Teso College Aloet,1.77449,33.6309,2
Q18392353,Speke Resort and Conference Center,0.2375,32.625,1
Q18393051,"Kibulala, Hoima",1.15,31.0,2
Q18394920,Universal Technology and Management University,0.326111,32.5836,3
Q1852202,Nakuru County,-0.5,36.0,22
Q185549,Karamojong people,2.8309,34.1532,17
Q1860,English,51.0,0.0,396
Q18712301,Habib Medical School,0.336667,32.3486,4
Q1893242,Murchison Falls National Park,2.245833333,31.906944444,30
Q1895254,Margherita Peak,0.3867,29.8725,2
Q1907120,Masindi,1.666666666,31.716666666,21
Q1962096,Lake Nabugabo,-0.37,31.9,13
Q19843183,Kisubi Hospital,0.122222,32.5369,2
Q19865994,Baruuli,1.349,32.4467,3
Q19892951,Kiryandongo Refugee Settlement,1.957,32.181,1
Q19894543,Rwamwanja refugee settlement,0.205,30.586,2
Q19895681,Kyebambe Girls' Secondary School,0.6466,30.2758,3
Q19903760,Case Medical Centre,0.324444,32.575,1
Q1994275,Njeru,0.428611111,33.148611111,18
Q1994378,Lake Nkuruba,0.53333333,30.31666667,2
Q20047271,Kampala Hospital,0.3325,32.5847,1
Q20047273,Nakasero Hospital,0.326944,32.5794,2
Q20047276,Paragon Hospital,0.308333,32.6269,1
Q2021369,Olwiyo,2.53666667,31.885,2
Q202353,Alur people,1.012027777,31.30025,16
Q2034078,Achwa,3.73356,31.93949,15
Q2041227,Apac,1.983333333,32.533333333,12
Q204642,Ntungamo District,-0.916666666,30.266666666,18
Q204690,Roman Catholic Diocese of Soroti,1.70635,33.611925,13
Q205428,Semliki River,1.2514,30.4428,36
Q206519,Lira District,2.083333333,33.166666666,22
Q20746229,Acholibur,3.14361111,32.91361111,4
Q20746233,Bujerere,0.6313889,29.95916748,2
Q20746245,École Française Les Grands Lacs,0.3291,32.6035,2
Q20746253,International School of Uganda,0.2336,32.5636,3
Q20746259,Kabwoya,1.24527778,31.08305556,3
Q20746261,Kagamba,-0.81805557,30.15999985,2
Q20746263,Kampala Protea Hotel,0.32861111,32.58777778,1
Q20746265,Katanga Slum,0.336026921,32.574031749,2
Q20746274,Kisoga,0.25277778,32.81722222,2
Q20746276,Kyetume,0.31944444,32.76944444,2
Q20746278,Maddu,0.21611111,31.66722222,1
Q20746282,Makerere Kikoni,0.335,32.57,2
Q20746292,Mulago Women's Referral Hospital,0.3375,32.57611111,2
Q20746294,Musingo,3.77138889,33.19972222,1
Q20746300,Nakawa Market,0.33,32.61166667,1
Q20746311,Palabek Kal,3.435833333,32.582777777,1
Q20746333,Uganda Heart Institute,0.33805556,32.57527778,1
Q20746335,Munyonyo Martyrs Shrine,0.23725,32.617277777,8
Q20746341,Wanseko,2.17777778,31.38055556,2
Q20894753,Mayuge Thermal Power Station,0.50527778,33.41555556,1
Q20949743,Uganda National Entrepreneurship Development Institute,0.32638889,32.6,1
Q20982424,Kabulasoke,0.1575,31.81166667,3
Q20982425,Kaiso,1.53,30.96611111,3
Q20982441,Musita,0.52777778,33.38472222,3
Q21178944,Uganda Electricity Transmission Company Limited,0.32027778,32.58680556,4
Q211970,Entebbe,0.05,32.46,61
Q2141024,Soroti,1.683333333,33.616666666,25
Q2169642,Pader,2.881111111,33.086388888,10
Q2174978,Nebbi,2.478055555,31.088888888,14
Q2183668,Moyo District,3.433333333,31.566666666,21
Q21850199,Mubende–Kakumiro–Kibaale–Kagadi Road,0.77055556,31.08805556,1
Q2193389,Moroto Town,2.53,34.67,14
Q21974272,Bugungu Airstrip,2.20138889,31.55277778,2
Q21974275,Chobe Safari Lodge Airport,2.24027778,32.14166667,3
Q21974285,Ishasha River Camp Airport,-0.61388889,29.66527778,3
Q21994173,Gomba County,0.16667,31.75,1
Q2203142,Kapchorwa,1.4,34.45,12
Q22082369,Bobi,2.554444444,32.357777777,3
Q22082370,Bukeerere,0.4075,32.70194444,3
Q22082371,Buwenda,0.46666667,33.18333333,3
Q22082376,Elegu,3.56638889,32.07055556,5
Q22082379,Kamdini,2.24638889,32.33111111,2
Q22082380,Kazo,-0.052778,30.756944,4
Q22082383,Kimwanyi,0.45333333,32.63472222,2
Q22082384,Kisoga,0.19861111,31.95027778,2
Q22082385,Kyanika,-1.33888889,29.73888889,1
Q22082387,Lumino,0.325,33.99583333,3
Q22082389,Majanji,0.25959,33.98929,4
Q22082390,Masulita,0.51222222,32.36638889,5
Q22082396,Mutufu,1.21666667,34.28333333,1
Q22082397,Muyembe,1.30583333,34.28916667,2
Q22082398,Nakaloke,1.13333333,34.13333333,3
Q22082402,Nyamitanga Division,-0.62639,30.65708,2
Q22082407,Rubindi,-0.36666667,30.61666667,2
Q22082408,Rwekunye,1.71083333,32.02888889,2
Q22082409,Sanga Town,-0.49055556,30.99111111,4
Q22082416,Suam,1.21722222,34.73222222,2
Q22082418,Tonya,1.58361111,31.08305556,2
Q22082419,Villa Maria,-0.22833333,31.74722222,2
Q22082420,Vurra,2.88638889,30.87944444,2
Q22138769,Zika Forest,0.124166666,32.525555555,11
Q221666,Mount Stanley,0.385833333,29.871666666,44
Q2230311,Kirinyaga County,-0.5,37.28333333,22
Q22451053,Ishasha River,-1.115527777,29.897555555,12
Q2252605,Sironko,1.22944444,34.24805556,12
Q22670087,Lwemiyaga County,0.07642,31.17089,3
Q22672637,African College Of Commerce and Technology,-1.2589,29.9781,3
Q2267729,Mityana,0.402222222,32.045833333,15
Q22809593,Ngora High School,1.47237,33.7916,2
Q22812177,Sir Samuel Baker Secondary School,2.81387,32.3243,1
Q22910524,Ojapi Primary School,3.32402,31.0052,1
Q22914739,Lira Municipality,2.25245,32.89746,1
Q22918977,Erute County,2.34997,32.95522,1
Q22935628,"Aga Khan University Hospital, Kampala",0.32583333,32.61361111,2
Q2297538,Pallisa,1.1675,33.71,14
Q22978960,Saint Stephen's College Bajja,-0.1671,31.8599,1
Q22999745,Kabwohe Secondary School,-0.5851,30.3763,1
Q23013740,Maryhill High School,-0.6155,30.6335,2
Q23023727,"Uganda Technical College, Kichwamba",0.71444444,30.19111111,4
Q23045619,Bwengure Child Care Primary School,-0.2474,30.6065,1
Q23058502,Nsaka University,0.46555556,33.20583333,3
Q23067423,Human Academy Secondary School,0.178,32.2516,1
Q23111544,Busunju,0.56555556,32.20361111,2
Q23166031,Iganga Secondary School,0.71773,33.2328,1
Q2318123,Luweero,0.833056,32.499444,12
Q23538,equator,0.0,0.0,164
Q2368307,Supreme Court of Uganda,0.329166666,32.589722222,4
Q23808605,Soroti University School of Health Sciences,1.71583333,33.61305556,3
Q23808691,Ssabagabo,0.24277778,32.56,11
Q23808735,Karuma–Olwiyo–Pakwach–Nebbi–Arua Road,2.45916667,31.47222222,1
Q2391998,Koboko,3.413611111,30.959722222,17
Q23926482,St. Joseph's Hospital Kitgum,3.28972222,32.8725,1
Q23926483,Kitgum Hospital,3.29416667,32.88111111,2
Q23926488,Bombo Military Hospital,0.58638889,32.53611111,1
Q23926505,Mbuya Military Hospital,0.325,32.62138889,1
Q23926507,Mukono Health Centre IV,0.36111111,32.74694444,1
Q23927055,Karuma Falls,2.23416667,32.24638889,3
Q24041317,Masindi General Hospital,1.68527778,31.71333333,2
Q24054194,Kisozi,0.07111111,31.59944444,2
Q24054195,Sango Bay,-0.893888888,31.722777777,4
Q24054196,Lokitanyala,2.36472222,34.92027778,1
Q24054197,Tirinyi,1.00111111,33.7625,2
Q24054198,Kamonkoli,1.08121,34.07546,4
Q24054199,Afoji,3.70361111,31.67666667,2
Q24054201,Akright City,0.1725,32.51833333,2
Q24054202,Kabojja,0.29083333,32.51527778,2
Q24054203,Kisubi,0.12027778,32.53277778,3
Q24054204,Wampeewo,0.42666667,32.59972222,2
Q24054205,Kilembe,0.19805556,30.01361111,3
Q24054206,Atutur Town,1.32361111,33.88833333,3
Q24054209,Kawanda,0.42055556,32.54055556,3
Q24185305,Bwera General Hospital,0.03388889,29.76694444,2
Q24185306,Kilembe Mines Hospital,0.20388889,30.01027778,1
Q24185307,Nyenga Mission Hospital,0.49,32.885,2
Q24185308,Women's Hospital International and Fertility Centre,0.35055556,32.59916667,2
Q24185309,Kadic Hospital,0.34972222,32.60416667,1
Q24185310,Rushere Community Hospital,-0.49,30.385,1
Q24236401,Kampala Outer Beltway,0.46361111,32.55472222,1
Q24236424,Damba Island,0.013611111,32.795277777,4
Q24236432,Uganda Registration Services Bureau,0.317777777,32.5775,1
Q24236537,Kampala Medical Chambers Hospital,0.31722222,32.57666667,1
Q24236543,Myanzi,0.25833333,31.505,1
Q24236548,Kassanda,0.54666667,31.81972222,5
Q24236551,Bukuya,0.67444444,31.83472222,3
Q24236553,Kikorongo,0.0,29.99861111,2
Q24236557,Galilee Community General Jewish Hospital of Uganda,0.33166667,32.53583333,2
Q24236563,Institute of Petroleum Studies Kampala,0.29888889,32.60944444,2
Q2431771,Kamwenge,0.186111,30.453889,12
Q2463008,Bushenyi,-0.538611,30.185,14
Q2470025,Kanungu,-0.9575,29.78972222,11
Q24705004,Bukungu,1.43611111,32.86861111,5
Q24713596,Kibimba,0.52972222,33.86388889,3
Q2473854,Uganda Bureau of Statistics,0.316111,32.584722,4
Q2473859,Uganda Christian University,0.355,32.74027778,10
Q2473869,Uganda Communications Commission,-0.6107,30.6588,4
Q24807572,Katakwi General Hospital,1.9175,33.96222222,2
Q24807579,St. Charles Lwanga Buikwe Hospital,0.33916667,33.03222222,2
Q24883377,Mityana–Sekanyonyi–Busunju Road,0.50111111,32.13916667,1
Q24883426,JLOS House Project,0.341114,32.610832,1
Q24883467,Sekanyonyi,0.52972222,32.08055556,1
Q24883501,Achol-Pii Refugee Settlement,2.65865,33.12469,2
Q24884392,Maracha Town,3.28833333,30.94083333,1
Q24884427,Hoima Sugar Limited,0.92027778,30.41138889,1
Q24885600,Kyenjojo General Hospital,0.61694444,30.6375,1
Q24886145,Lyantonde General Hospital,-0.40666667,31.15416667,1
Q24886293,Mityana–Bukuya–Kiboga Road,0.57222222,31.94777778,1
Q24886423,Kaabong General Hospital,3.51055556,34.13166667,1
Q24886693,Gulu Military Hospital,2.7825,32.28444444,1
Q24886704,Kyangwali Refugee Settlement,1.22,30.82,6
Q2488907,Yumbe,3.465,31.245,11
Q24890463,Entebbe Military Hospital,0.08361111,32.48055556,1
Q24892187,Lwamata,0.83279,31.90561,2
Q24894892,Rhino Camp Refugee Settlement,2.966,31.395,3
Q24894992,Kyaka II Refugee Settlement,0.48,31.05,2
Q24895924,Tilda Uganda,0.535,33.87527778,1
Q24898700,Iganga–Tirinyi–Kamonkoli–Mbale Road,1.00194444,33.76416667,1
Q24898896,Jinja–Iganga–Bugiri–Tororo Road,0.5725,33.57944444,2
Q24907953,Lira University,2.20944444,32.87,5
Q24910898,Soroti Fruit Processing Factory,1.78638889,33.61527778,1
Q24915341,Kamuli Sugar Limited,0.8519444,33.1261111,3
Q24915420,Ocer Campion Jesuit College,2.79991944,32.34896389,1
Q24915597,Kenlon Industries Uganda Limited,0.99305556,32.97694444,1
Q24915808,Masafu General Hospital,0.28055556,34.11944444,1
Q24915970,Bukwo General Hospital,1.29416667,34.75527778,1
Q24957803,Uganda Radio Network,0.34361111,32.58333333,2
Q24958519,University of Kisubi,0.12055556,32.53166667,4
Q24965529,Nakivale Refugee Settlement,-0.8,30.9,4
Q25041100,Uganda Martyrs' Secondary School Namugongo,0.386321,32.649414,2
Q25041118,Ggaba landing site,0.2564,32.6375,1
Q25049038,Tororo Solar Power Station,0.630777,34.1110426,1
Q25049048,Soroti Solar Power Station,1.685,33.658,1
Q25051453,"St. Leo’s College, Kyegobe",0.628622,30.286115,3
Q25051457,Namugoga Solar Power Station,0.17277778,32.56805556,2
Q25051501,Masaka–Bukakata Road,-0.308055555,31.877777777,1
Q25051746,Makenke,-0.57833333,30.68555556,1
Q25051757,Ruti,-0.62895,30.63263,1
Q25051947,Kamukuzi Division,-0.60482,30.63942,2
Q25051948,Kakoba Division,-0.59999,30.67896,2
Q25051963,Mbarara Northern Bypass Road,-0.581388888,30.658333333,1
Q25052004,Mukono–Kyetume–Katosi–Nyenga Road,0.24444444,32.91194444,2
Q25052047,Igorora,-0.8717,30.4167,1
Q25052479,Kilembe Mines,0.20833333,30.00694444,2
Q25052659,Hoima–Butiaba–Wanseko Road,1.79111111,31.38472222,1
Q25052697,Vurra–Arua–Koboko–Oraba Road,3.415,30.96,2
Q25052699,Kayunga–Galiraya Road,0.84694444,32.87888889,1
Q25052747,Fort Portal–Bundibugyo–Lamia Road,0.70694444,30.06305556,1
Q25052801,Moroto–Nakapiripirit Road,2.34666667,34.59083333,2
Q25052818,Rukungiri–Kihihi–Ishasha–Kanungu Road,-0.74888889,29.69805556,1
Q25052822,Ishaka–Kagamba Road,-0.67583333,30.155,1
Q25052858,Ntungamo–Mirama Hills Road,-0.98527778,30.35083333,1
Q25052863,Bumbobi–Bubulo–Lwakhakha Road,0.95083333,34.27138889,1
Q25052870,Kigezi College Butobere,-1.25194444,30.01388889,4
Q25052873,Acholibur–Gulu–Olwiyo Road,2.95083333,32.27138889,2
Q25052879,Rwekunye–Apac–Aduku–Lira–Kitgum–Musingo Road,2.37416667,34.27138889,1
Q25052882,Kabale–Kisoro–Bunagana Road,-1.28277778,29.70138889,1
Q25052972,Nyakahita–Kazo–Kamwenge–Fort Portal Road,-0.37416667,31.27138889,1
Q25052974,Kigumba–Masindi–Hoima–Kabwoya Road,1.67222222,31.70527778,1
Q25052994,Kyenjojo–Kabwoya Road,0.93861111,30.80888889,1
Q25053003,Musita–Mayuge–Lumino–Majanji–Busia Road,0.38111111,33.83583333,1
Q25053017,Mpigi–Kabulasoke–Maddu–Sembabule Road,0.17388889,31.92416667,1
Q25053280,Ziroobwe–Wobulenzi Road,0.69722222,32.60555556,1
Q25053547,Tororo–Mbale–Soroti Road,1.13888889,34.165,1
Q25053550,Mbarara–Ntungamo–Kabale–Katuna Road,-0.90277778,30.25388889,1
